,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,Shared topic 11,Shared topic 12,Shared topic 13,Shared topic 14,Shared topic 15,H3K27ac private topic 1,H3K27ac private topic 2,H3K27ac private topic 3,H3K27ac private topic 4,H3K27ac private topic 5,H3K27ac private topic 6,H3K27ac private topic 8,H3K27ac private topic 9,H3K27ac private topic 10
Olfr155,-3.8110561,0.9480982,0.5062268,-4.02177,0.50981426,-3.6179817,-3.3569608,-3.0693512,-1.6442425,0.26886177,-0.46521863,-2.4487333,-0.4547035,-3.1285546,-1.9934627,-1.4168711,-0.52422625,-2.069408,-2.767328,0.5124974,-1.585511,0.031241715,0.081359744,-0.42236388
Ccin,-2.5658333,0.38018167,-1.411379,-0.3232425,-2.745968,-0.4555819,-0.11063383,0.90969515,-1.3714931,0.26036507,-1.1680595,-0.8696961,-0.34224445,-0.055499144,-0.5933385,0.041868106,-0.13283339,-3.2562926,-0.3029909,-0.59249324,-0.23988608,0.15064219,-0.051551566,-1.1040825
Gm12504,-4.3047304,1.1471589,0.1772742,-0.43141773,-0.288586,1.1556088,-0.56538415,-1.5335804,-3.448475,-3.69684,-0.4052713,-2.6892214,-0.6040085,-0.8032705,-1.0203787,-0.015690729,-0.57709986,1.3463259,0.18284503,-1.7823044,-0.12923354,0.2863542,-0.79128075,0.022934198
Tomm5,-2.6185107,-1.4768906,-1.3439009,-3.9607036,0.16997325,-0.10286956,0.1098865,-0.20230936,-1.23128,-3.4792619,0.58521736,0.92350745,-0.39009136,0.36627525,-0.10793682,-0.04521832,-0.19204296,1.2090263,-2.3872402,-0.1829333,-0.39052153,-1.9566525,-1.2230327,-0.9291911
Hemgn,-3.925948,-4.8026404,-4.652804,-1.6509299,-1.9857394,0.64667434,-0.19437875,0.004448667,-4.9552093,-0.12857187,0.8881328,-1.898059,1.2198975,2.282952,2.3692398,-0.33032647,-2.066067,-3.901485,-0.93966514,-1.1052719,-0.8631984,-3.103183,0.39425784,-2.0440626
Mir1958,-0.07998711,-0.24292257,-2.2824097,0.5786146,0.03978628,-0.20724037,-0.10015103,-0.13843146,-3.2099085,0.89733446,-2.840203,-3.1951222,-2.3765182,-1.5599561,-0.8945254,-0.89578235,-0.4823082,0.94208825,-1.472348,-0.36196232,-3.4182997,-0.06357032,-0.8566869,-0.2817173
Olfr273,-0.06458694,-2.4723315,-3.626328,0.73035634,0.7601999,1.4256508,-3.9406831,0.17981064,-4.629483,-3.125844,0.39359343,-3.5284615,-3.0160413,-3.8755257,0.12648201,-3.4273112,-1.1274378,-0.35715342,-2.630558,-0.430991,-1.9524794,-4.2484083,-0.931594,-1.7022016
Olfr270,0.57634354,-1.3350453,0.5526875,-0.8207289,-3.251264,-0.07393396,-4.175412,-2.1168838,-0.008046329,0.7420771,-0.34789306,-3.6042774,-3.9082825,-2.3740268,-3.894058,0.4123305,-0.19296968,-3.316409,-1.7938917,-0.06582719,-3.654465,-2.4754944,0.13933814,-2.0378535
Nipsnap3b,-0.59059846,0.0050754547,0.32804137,0.5535063,0.46885836,0.17187655,-0.31070274,-0.60298896,0.6432566,-2.6224918,0.31023276,0.7408747,-3.2295403,-1.4324545,-0.6136563,-0.30579877,-0.24469633,1.2155575,-1.5514138,0.12355906,-2.8202639,-0.33281702,-1.5366033,-0.3870792
Actl7b,-4.2099857,-0.8707262,-0.26043105,-4.3428307,-3.8816001,-3.2837641,-2.2656693,0.7240131,-1.2941341,-2.028724,-2.574201,0.35332918,0.16899407,-1.886463,-4.350355,-1.7961403,-0.9849924,0.9424757,-0.9513239,-0.8169239,-3.8975658,0.073417544,0.29285192,-3.038436
Mir32,-0.17959026,0.1696733,-1.080845,-0.3394093,-0.38045704,0.6082291,0.34328938,0.38696557,-0.64327323,-4.1613235,0.9632536,-3.416075,-3.864782,-0.675084,-0.8341134,-0.29579496,-0.04339186,0.20914656,-2.5332859,-0.006569639,-1.3697395,-0.332295,-0.542796,-0.21248768
Pole3,-1.520219,-0.5010267,-0.0022137612,-0.5797057,-0.7649908,-0.3411438,-0.059948094,0.3171608,-1.2302626,-0.27577883,0.03130643,-3.405288,0.08364007,0.6482031,0.58766544,-0.67083097,-0.08611326,-3.244999,-0.25093678,-0.10923195,-0.0536992,-0.11576037,-0.06391746,-0.10883601
Orm3,-2.5529656,-0.32425708,-0.31568608,-3.6957579,-0.6640786,0.70491374,-1.1667205,-1.2044172,-0.10545966,-2.7895494,-1.9169432,0.67160296,-1.6443988,-3.9034266,-0.63329005,-0.23739472,-0.31832188,-2.853143,-0.9083996,-0.38569877,-0.22225147,-0.7325966,-0.49244112,0.6469717
C630043F03Rik,-0.09052836,0.7356052,0.34104723,0.071777046,0.025137015,-0.19232555,-0.2881289,-0.94726634,-0.07390759,-0.20806228,-4.412317,0.39730006,-2.372877,-1.3064641,-1.1684372,-0.42591968,-0.058705933,0.9862951,0.35787937,-0.005235512,-0.124745235,-0.17415491,-0.349164,-0.0226883
Dmac1,-0.95208293,0.075300634,1.2025177,-0.335354,-3.3949842,0.73806375,-1.9986264,-0.16738647,-1.1273782,1.153605,-0.31916755,-1.7139689,0.6405037,-0.6003803,-0.6295736,-0.00055630505,-0.17398487,1.3651651,-0.4699,-0.4123847,-1.9094311,0.51238,-1.1481634,-0.88604075
Saxo1os,0.2433132,-2.8070323,0.76566017,-3.5015116,-0.021250397,-2.7305617,-0.81614065,-3.059382,-3.9457498,-1.5472727,0.20195091,-2.7721436,-0.8748518,-0.21572842,-3.8761692,-0.68620616,-0.38627562,-2.8803194,0.2383756,0.224442,-1.8531508,-0.91950786,-0.46052065,-0.083590776
Rraga,0.27866974,-0.18664686,0.064625606,-0.006981604,0.65248597,-1.8474984,-0.88618857,0.14685717,0.994439,-0.21839823,-3.5138743,-3.9734843,-0.29818356,0.16274926,0.12488243,0.0009144768,-0.01692298,0.45978302,-2.4750342,-0.09560213,-0.008370124,-0.2948947,-0.15586057,-0.3593611
Rps6,0.6516187,-0.3458612,0.18907374,0.7388313,-0.21155858,0.48038638,-0.76541674,-0.3141665,0.6759867,-3.97572,0.3795239,0.03745553,-0.817201,0.14224681,-0.09062057,-0.12420053,-1.8015555,0.08443174,0.08283475,-0.16063818,0.09204316,-0.2350075,-0.13987437,-0.49885017
Ifna13,0.030306697,-2.2353835,-1.0333245,0.9078318,-3.757342,-3.6873403,-2.9078445,0.3395697,-4.322185,-4.038562,0.33758247,-0.041751206,-3.4227471,0.14381015,0.54912055,-2.277377,-0.9211943,-3.6012619,-4.111363,-2.591089,-0.23493385,-0.05759734,-0.5674193,0.19744062
Gm13286,-1.1718385,0.12933865,-0.32287914,0.008918747,-3.3045542,1.1456287,-0.19658451,-2.263197,-0.35705405,-2.5039742,-0.3486208,-1.0765188,0.06124106,-1.0582058,-1.452698,-0.22741395,-0.16382262,-3.2128038,-0.7720742,0.16832751,-3.0947552,-0.12900178,-0.2204096,-1.0109277
Gm13283,-1.5398817,0.39531577,-0.1661173,-0.28200263,-3.7515984,0.8986325,-0.2067473,-0.15776663,-0.7413205,-3.439024,-0.15356897,-1.8111436,0.069108576,-1.1583339,-1.1887422,-0.3590082,-0.11433477,-3.3875754,-0.25776565,0.005096957,-3.416247,0.2112754,-0.10944437,-0.39791358
Cdkn2b,0.32557753,0.18373373,0.121614724,-0.37986723,-0.56676805,-0.56314236,-0.45025742,-0.1484865,-0.76597863,-0.5601807,0.028830364,-0.40402958,-0.7562019,-0.9713236,-1.1534668,-0.18315646,-0.18124637,-1.2028829,-1.5823652,-0.13134779,0.15105334,-0.09812316,-2.443788,-0.15721995
Mir6402,0.40543526,-0.22917193,-1.2026858,1.4510933,1.5808522,-0.45100105,-1.2753874,-1.3221648,2.0273366,1.034233,-2.5581431,-4.060749,-0.7684451,-3.2634833,-4.3703127,-0.023368612,-0.9306905,1.6599194,0.65525615,-0.013906315,-0.57642025,-2.3034375,-0.84322995,-0.106970854
Tusc1,0.14499491,0.3757968,-1.4805543,-0.008160196,-0.2825402,-3.3935554,-0.3790342,-0.29064548,0.666226,0.6798673,-2.7676985,0.013275981,0.013270125,0.16225567,0.67743206,-0.041488595,-0.14817806,0.8667429,0.61017674,-0.4384717,0.21579969,-0.12801605,-1.3232584,0.04798366
Mir872,0.057924956,-0.9158675,-0.22894695,-3.0703726,-0.33523652,0.37278813,-0.1903555,-0.35297135,-0.37460786,-3.5465763,1.2780199,-2.4581547,0.0032295883,-2.1909754,-2.5921006,-0.4202069,-0.30725327,-3.0732756,0.26037544,-0.3717587,-3.480876,-0.66640484,-0.33851242,-1.5896698
Gm35073,0.07331088,0.5936432,0.6901453,-0.001134038,-0.033806592,0.31611603,0.09939411,-0.25710374,-2.6135147,0.63852733,-3.6734557,-3.8371382,0.14891672,-3.4018478,-1.7597605,0.21542782,-0.30291736,-2.9816575,-0.31006056,-1.393275,-0.93199944,-2.0356722,-0.9799906,-0.25901413
Foxd3,0.5456575,-0.029982276,0.19956392,0.7120542,0.6869476,0.18317942,-0.34840938,-0.10021062,0.975917,0.5942229,-0.18433638,0.811612,-0.21204853,-2.1454704,-1.27763,-0.19658992,-0.06261907,-0.35181934,-0.23249136,-0.21737994,0.23932251,-1.9573716,0.025139533,-0.047125384
Mir101a,-3.0771406,-4.491808,-4.0503364,-3.911682,-0.28566802,1.0891311,-3.2189147,0.7200842,-0.52621204,-3.841172,-1.478473,1.200882,-4.033578,-1.4322132,-0.9784285,0.21371353,-1.2219793,-3.0705242,-2.3085427,0.01561147,-0.55137205,-3.8473608,-0.3263712,-3.4873896
C130073F10Rik,-4.143613,-1.036023,-0.9710738,-3.8970726,-0.49188122,-2.2689917,-1.3116992,-1.0153449,-4.2318125,0.79820716,-4.113579,-3.1357133,-0.31191295,-3.7685444,-3.3507454,-0.60741866,-0.60557926,0.49049664,0.24051005,-1.9527638,-0.59050477,0.31959116,0.008598745,-0.80472404
Pars2,-0.11311313,0.4156592,0.08376747,-3.6339629,0.049611986,-3.4455016,0.4768967,-0.18520834,0.041300893,-3.8702385,-0.42703396,0.84528875,0.055523217,-0.35048905,0.0481596,-0.3808555,-0.2672547,0.22178802,-2.7693903,-0.43906885,-3.150766,-0.19132192,-0.30960396,-0.62853986
Lrp8os2,1.9771378,-0.58370197,-3.2911992,1.379668,0.94119334,-0.10666316,0.03392352,-4.2417226,0.90251887,1.5205221,-2.0684254,0.42884082,-0.5177493,-1.3923616,-1.7906009,-0.9331871,-1.3624812,1.2513651,0.8406376,-0.13787451,0.6451715,-1.1032288,-0.5091785,-0.31969565
Mir6397,-0.2702343,0.020714521,-0.28516033,0.20882541,-0.43936116,0.4435675,-0.22016253,-2.667013,-1.3306959,-1.878861,-0.27904537,-0.32936805,-2.4695857,-1.7350311,-0.27847776,-1.572916,-0.23692569,-2.1094978,-0.8143266,-0.16072112,-0.30409938,-0.4937739,0.019407004,-1.8475467
Kti12,-0.106547385,-0.054528855,-0.28293952,0.24004531,-0.58387995,-0.8033955,-1.4979962,-0.16181895,-2.1557431,-0.27782598,0.345966,0.3159426,-0.17670043,0.19950455,0.14991158,0.3097953,-0.1462824,-3.5647068,-0.43953496,-0.2538767,0.09137167,-0.33019742,-0.32902288,-0.29962894
Mir761,0.079058856,0.5474927,-1.0156839,0.088119656,-0.37988418,0.40437424,0.0008136034,-4.3989267,-1.7086943,-2.8250058,-2.5843031,0.7278238,-0.60963696,-0.7227562,-0.6456231,-0.51481193,-0.5134986,1.0428724,0.24350542,-0.20896131,-0.58356273,-0.17925227,-2.9519112,-0.38108832
Ttc39aos1,-4.518066,-0.25635433,-2.6197264,-1.4346702,-4.137288,0.40742165,-0.8335787,0.29921135,-4.3508663,-0.4878061,0.6524861,0.53044575,1.3092879,1.9255097,1.9114499,-0.104536794,-0.060159244,-3.8050156,-1.7140425,-1.0645492,0.35542378,-1.6577268,0.31995478,-0.5829515
Foxe3,0.0583674,0.17801476,-0.5184854,-0.8444037,-0.5684416,0.28760275,0.030903108,0.52461517,-0.2212483,-4.249262,-1.5215285,-0.010400347,-0.59843886,-1.1530226,-1.4229485,-0.11066503,-0.07261778,0.85964036,-0.4486447,-0.057387143,-0.74610806,-0.34161088,0.011654913,-0.14543462
Pdzk1ip1,-4.5336156,-2.1717567,-3.359883,-4.5575924,-0.9130757,-0.554912,-0.08673166,-0.9126928,-3.8890913,-1.0618937,0.92083025,1.3453916,2.007934,1.558511,1.6671034,-0.2424891,-0.7055919,-3.4874034,-0.55726016,-0.18302813,-0.3932188,-0.6109762,0.16864851,0.1714913
Cyp4b1-ps2,-4.558264,-2.8400931,-4.2907915,-4.4353247,-0.62840223,-4.294236,0.2566148,-3.6601603,-4.7928634,-4.545792,-0.18168116,-4.1648235,-3.4911969,0.95077944,1.2714789,-0.8395511,-2.3961375,-4.057053,-4.1510324,-1.4294084,-4.334173,-4.5422764,-4.461135,-0.38396907
Tex38,-0.38543478,-1.2594614,-0.56566155,-2.7003396,-1.2618965,-1.7572812,-0.52025974,-1.3315897,0.1650356,-3.2530365,0.21879733,-2.4877648,-0.48190632,0.1406371,0.3937264,-0.23486221,-0.13610545,-3.1237276,0.939908,-0.17375693,-1.3507392,-0.06369634,-0.14132872,-0.16727763
Kncn,0.40637815,-0.99835247,-2.070928,-2.731079,0.28919554,-3.9008496,-0.30460352,-3.1004739,0.06751865,-3.5774744,-0.56115204,1.0553789,0.2409929,-0.262435,-0.21572497,-0.6387217,-0.54338694,1.1130853,-2.3000112,-0.5578681,0.46847945,0.17075032,-2.7603722,-0.7199896
Tspan1,0.19732064,-3.180554,0.11277914,-2.720159,-0.41691637,1.1087624,0.70355177,-3.1978695,-3.4859657,-3.8573127,-0.47017482,1.1577058,-3.733102,0.17171752,-1.2588646,-0.27822685,-0.4596534,-2.5668726,-0.12317628,-0.42567363,-1.674013,-0.7595794,-2.2572308,0.36261117
1700042G07Rik,-0.99312127,-3.9585187,-0.46827295,-4.504074,-0.9554035,0.45407754,0.6697556,-1.2863784,-0.6729835,-1.1024623,0.67312056,0.72930837,-0.90090644,-0.4587794,-0.020481117,0.008790843,-0.08791515,-3.102714,-0.42727286,-0.27531484,0.17392436,-0.5979718,-0.18837583,0.57954645
C530005A16Rik,-0.70367545,-0.11761035,-0.14978036,-3.8710387,0.12140527,-0.0028018057,-2.7223802,0.07253364,0.39657068,-1.0182877,0.59018886,-3.2208092,-0.045555353,0.25742525,-0.2988105,-0.3612764,-0.36743045,1.5496839,-0.4497655,-1.1244569,-0.3886819,-2.1872053,-0.1266971,-0.32695922
Ccdc17,-0.67507935,-0.070560604,-0.3377144,-3.6827967,0.14577106,0.11664215,-2.962776,0.31029695,0.49983573,-0.59543896,0.39621955,-3.6026933,0.15182239,0.41813415,-0.039063305,-0.48757574,-0.3370549,1.6242613,-0.49426112,-0.7290447,-1.2055067,-2.6927729,-0.00777936,-0.23813605
AV051173,-3.032479,0.3074746,0.32152417,-3.3442295,-3.0530105,0.12998094,-0.0011757091,-0.30817524,-3.0031164,-0.40800482,0.3958212,-1.7466103,0.5725948,-0.18492857,-0.3436224,-1.2330987,-0.10381669,-3.115916,-0.06893323,-0.14678478,0.008389264,-0.14611474,-0.07863255,-0.2777515
Hpdl,0.25824988,0.09658441,-1.1676824,-4.0821004,0.32026336,0.012314558,-0.009277694,-0.3731248,0.14298373,0.37084517,0.14039615,0.4686398,-2.2568715,-0.37623358,-0.38748205,-0.0074662864,-0.100453414,-0.2057553,-3.2414582,-0.10930783,-0.85757273,0.031112447,-0.23521826,-0.84613615
Urod,-2.7764804,-3.622596,-0.8367028,0.18852812,-0.21849442,0.0508893,0.46701038,-3.1414313,0.060603127,-3.352684,0.31272098,-0.8269519,0.96355164,1.2948798,1.6060147,-2.4562802,-0.52656436,-3.5317023,-0.46382505,-0.3090027,-0.25616303,0.1812996,0.3038213,-2.2335439
Btbd19,-1.4938478,-0.10470266,-0.16575062,-0.64362246,0.033468127,-0.42100742,-1.4757421,0.63801545,0.14123322,-0.061854467,-0.26477545,-0.5124327,-0.14568192,-0.11138994,-0.10269062,0.039268315,-0.08255226,0.7217385,-0.12849455,-0.4119883,0.14417227,-0.0179604,-0.38880593,-0.06901245
Tctex1d4,-3.2330322,-0.010018542,-0.35106033,-4.521136,-0.43902338,-3.9069371,-1.4870108,0.44466376,-0.43040907,-0.7260138,-0.42285654,-0.38586015,-0.051940266,-0.0499658,-0.20982987,-0.01529067,-0.056253463,0.09873761,-0.14555256,-0.15214066,0.004698463,0.045649737,-0.31907713,-0.087361574
Rps8,-0.06374275,0.23674446,-0.34301603,-3.7989166,0.25789568,-4.0419364,-0.38618448,-1.1785319,-0.052835517,0.61178476,-0.044177383,1.0025669,-0.893011,0.1245044,0.5251513,-0.27836892,-0.06859127,0.77651125,-0.14328033,-0.343755,-0.4623608,-0.15324405,-0.16774991,-0.10830447
Snord38a,-0.48703077,0.37897432,-0.30781245,-3.1628902,0.5539318,-3.990505,-0.8253474,-1.2765498,-0.44743684,0.26543927,-0.37690943,1.076094,-0.9243564,0.42154247,0.49072593,-0.4113601,0.023840904,0.33477086,-1.8750538,-0.5542909,-1.3243217,-0.117839165,-0.12722968,-0.46529967
Snord55,-0.5881573,0.36204734,-0.2586004,-3.1254733,0.58763045,-4.027503,-2.403853,-1.096646,-0.21372315,0.22412002,-0.41497117,1.066955,-0.9017952,0.33686048,0.4698121,-0.7130982,0.18331647,0.51300055,-1.6661365,-0.51048374,-0.94762796,-0.12784041,-0.2648074,-0.7743803
Ccdc24,0.9374585,-0.5621029,-2.1094494,0.36906052,-0.3266407,0.4420635,-1.4543196,-0.21953848,-0.017020524,0.6680497,-3.188128,0.9844637,0.3450228,1.2737156,1.3001304,0.113235265,-1.6434035,0.45133287,0.7667401,0.20839047,-3.4215856,-2.9189038,-0.63203645,-0.90482676
Atp6v0b,-0.21619406,-0.849641,-1.1294314,-0.24475603,0.3201784,0.28868166,0.076898485,-2.923212,0.0058152974,0.86928725,-0.8318534,1.0519912,0.28424147,0.5350208,0.123395264,-1.2398093,-0.12647699,0.55619615,-1.212312,-0.062534705,-0.5906829,-1.4856222,0.025649548,-0.12962283
Dph2,-0.8880801,-0.45985126,-0.20024996,-2.6769717,0.5106966,0.68566847,-0.6603719,-3.1126246,-0.07012096,0.7485472,-0.51481074,0.5210817,1.0075572,0.60270613,0.095194966,-1.2885196,-0.52398247,0.7741134,-0.07891145,-0.31201348,-3.307594,-2.3728304,-0.84497666,-0.8428222
Cdc20,-0.20867532,0.45327926,-0.35120457,-4.131403,-3.2920613,-1.1334145,0.5702983,0.59339535,-4.6202893,-1.3177828,-0.29154506,-4.118767,0.35711986,1.0547168,0.9741063,0.022798061,-0.12634772,-0.16670819,-0.8103632,-0.13779412,-0.8234413,-0.078153834,-0.94453895,-0.04095055
Tmem125,-3.9872363,-4.2768593,0.45996743,-4.245931,-4.442042,-1.9263641,1.0487902,-1.6498358,-3.8187323,0.58805114,0.11896038,0.29586095,0.24689555,0.6967695,-0.2688581,-0.7577082,0.2036137,-3.1867526,-3.5362093,0.39445686,-0.79068923,0.25126803,-0.36303356,1.0762224
Ebna1bp2,-0.9689602,-0.78208435,-0.74445903,-0.18452813,-0.52942467,-3.244202,-0.21061736,0.054224283,-4.3484344,0.24641609,-1.0552952,-2.5747356,0.4893636,-2.9292948,-1.7282275,-0.4280818,-0.43366906,-2.8228128,0.51124036,-0.54948753,-2.9076645,-2.5165687,-0.010193765,-0.44450945
Olfr1341,-4.2089577,-2.986892,0.21874869,-3.5005248,-4.096243,-2.0596614,-1.338065,-0.35644573,-1.6501167,-3.3492649,-0.28053492,-3.0276384,-3.9704695,-1.7249386,-0.829674,-1.2281682,-1.1125722,-1.0111717,-0.693441,-1.3928349,-0.18361348,-1.2947869,-1.1535611,-0.6906147
Olfr1331,-3.5842624,0.5998353,-0.31879318,-3.8839648,-0.08428186,-3.744903,-0.4044367,-4.190197,-1.2779098,0.32203317,-0.14817268,-3.9960275,-3.9822564,-1.3192248,-2.0990467,-3.5912237,-0.9236485,-3.6354089,-1.990385,-1.7147653,-0.80124676,-0.48851007,-0.97649604,-0.8486903
Olfr1330,-1.6159406,-4.148761,-0.64596075,-3.3585837,-0.44463903,-3.3003263,-0.83277464,-3.8870559,-0.845505,0.6504754,0.20755136,0.8361181,-1.7599983,-0.7586596,-0.75855434,-0.66553575,-0.7550085,-2.1026282,-3.5088255,-0.8777183,-0.56719244,-3.844145,-1.6153922,-0.7725944
Olfr1328,-0.86985576,-2.0892293,-0.5359915,-3.9316435,-4.274827,1.2842798,-3.9658265,-2.3111887,0.3189274,-3.9147348,-3.9193153,1.0738304,-3.390131,-1.3631009,-0.42924118,-0.6587442,-1.9922264,-2.7921221,-1.5436026,-1.3546381,-3.7451434,-0.24244094,-3.3533394,-0.4616474
Gm12863,0.32771218,0.4096408,-3.4942532,-3.5791693,-4.000075,0.68521655,-4.229231,-1.1723741,0.11934507,-3.6741369,-4.153158,-0.51423824,-3.818645,-1.0697876,-0.18047917,-1.265142,-2.8905602,-3.8477833,-3.8384538,-3.8477738,-0.13578153,-0.46544826,-1.5913677,-3.9988708
Svbp,-4.392487,-0.55267894,-0.8706576,0.36532938,-0.7598267,-3.9062092,-0.56844884,-0.4117666,-0.5507548,-1.4350677,0.023602813,0.3501588,1.1848298,1.7959902,1.845422,-0.09785828,-0.2071242,-2.8513408,-0.8610479,-0.39668918,-0.11610426,-0.19530743,0.5000401,-0.85523844
Cldn19,1.1521795,1.2568234,-3.089175,0.07455078,-0.6232966,-1.3700594,-0.26539865,-4.0733156,-1.5150374,1.2658793,-0.58484846,0.16601002,-1.2187314,-3.5302808,-0.52344877,-0.43659362,-0.19554122,0.9042909,-0.44285077,0.044228703,0.6258194,-0.34846357,-0.20424567,-0.19259799
Ppcs,0.4958079,-0.1657134,-2.6456037,0.51683944,0.5725747,0.59943706,-0.20974961,-0.18771954,1.0464472,0.37394023,0.11008492,-3.2903554,0.01041919,-0.11213778,0.0013545305,-0.1953758,-0.17064317,1.1308476,0.3159349,-1.4239423,-0.0432624,0.050120786,-0.28035226,-0.37711903
Guca2a,-2.543904,0.29906946,-1.6561403,-3.9458237,0.37976748,-0.9197308,0.35992306,-3.5097656,0.056547284,0.17616716,1.4204441,-0.9105917,0.15362477,-0.3374356,-1.4255344,-0.34673402,-0.2470786,1.6940125,-2.222467,-1.0712668,0.3275388,-2.1450224,-2.07093,-0.3719423
Cited4,-0.52785236,-1.8026996,-3.5532148,-0.030905351,-1.5756935,-0.86217034,-0.3351499,-0.79547817,-0.8339402,-0.012241356,1.3721628,0.8591863,0.9173945,1.7643962,1.667791,-0.324544,-0.4331772,-0.22176106,-0.36379454,-0.932279,-0.66122884,-0.6662284,0.25633463,-0.18925837
Mir30f,-4.186534,0.3596909,-1.8066937,-3.9313438,0.35523224,-3.9191718,0.6374873,-3.6126158,-4.252098,-3.7867908,-0.68445605,0.98861814,0.44161594,0.2234695,-2.1676145,-2.9043782,-1.4899743,-3.1280837,-3.5420332,-2.5447292,-3.8714664,-2.3095548,-0.42247158,0.139777
Mir30c-1,-4.157362,0.2780074,-0.4330597,-3.6531298,0.26725137,-3.2405443,0.49424732,-3.6637766,-4.3385725,-3.4512606,-0.36199838,-2.650373,0.93322253,0.578789,-1.2800359,-3.8186278,-2.2772288,-3.2258317,-3.8565495,-1.8588474,-3.5917938,-2.2041268,-1.5997969,0.041058004
Exo5,-0.35850847,0.22793531,-0.13266858,0.85835207,0.22082964,0.3213762,-0.88364506,-0.356009,0.08526638,0.1415483,0.42315876,-2.345224,0.4541027,-0.040651232,0.0046557635,-0.23132436,-0.22187069,-3.2384946,0.22487596,-0.3260027,0.5094138,-1.8144852,-0.27760422,-0.6818242
Oxct2b,-1.8924612,0.5566148,-0.34757715,-3.6486754,-0.044766665,0.9576614,-1.4419316,-0.17067322,0.12050909,-1.549306,0.9786233,-1.9161689,-0.28045383,-1.294143,-1.322258,0.1873897,-0.30620039,-3.1706197,-0.17396738,-0.4217692,-1.7028571,-0.31971145,-3.2355063,0.054671586
Mir697,-3.8088484,0.020101786,-2.1686497,-3.958639,-1.0038502,0.4616059,-0.016791344,0.009937644,-3.0844393,-1.7176818,-0.26699698,0.5411025,0.6186062,-0.061982185,-1.9416865,-0.041252017,-0.4122389,-1.2077602,-2.474904,-0.8395443,-0.14131302,-3.1260903,-0.80921656,-2.3044286
Mir698,-2.1731398,-0.049960405,-0.45264077,-0.9947317,-1.1727115,-0.17530447,-0.005614653,-0.14226295,-0.79402196,0.11885539,0.8901919,0.034818083,0.23353043,0.997972,0.91119885,-0.24090983,-0.12131547,-1.8628564,-1.1705804,-0.12569287,-0.28587663,-0.277175,-0.029384524,-0.30591223
1110065P20Rik,0.6002406,-0.009915374,0.06986894,0.6626649,-0.06252308,-0.5000617,-0.15532666,-0.9474965,0.62884223,-1.0586555,-1.2593876,-0.33240196,-0.057629067,-0.7850351,-0.5409211,-0.29802024,-0.077613056,0.29771057,0.5088299,-0.06802173,-0.8953803,-0.07810588,-0.08102556,-0.024986934
Maneal,0.15949434,-3.5272963,-1.7507374,1.3040894,1.0417689,-3.042472,-2.1397758,-0.6326196,0.8748051,0.37601835,-0.27496028,0.21750242,-0.96600235,-0.33676526,-2.8494797,-1.9448922,-0.3182883,1.1727023,0.0866625,-0.107383594,0.0013167262,-0.906218,0.15297806,-0.45237666
1700125G02Rik,-2.2998967,-0.73970497,-1.322437,0.27737123,-1.0731745,-0.1991125,0.027947217,0.21475697,-0.24014728,-0.10089726,-0.7160251,0.51702434,-1.2729666,-1.1306055,-1.0709385,-0.28669196,-0.11000544,-0.919134,-0.68759793,-0.045771405,-0.11734928,-0.018926576,-0.14248048,-0.5167685
Snip1,-0.03227064,-0.10075423,-1.0262235,0.8629464,0.13177076,0.9616145,-3.4700007,-2.463864,-1.324539,-3.0283046,0.2490145,-2.886778,0.4963658,-0.8621475,0.13484469,-0.2410085,-0.24062914,-2.152884,-0.61313593,-0.26734555,-0.2802599,-0.22066104,-0.11366895,-0.6830766
Mrps15,-4.2515383,-0.15732418,-0.20817505,0.70572394,0.45722926,-3.431268,-0.9263172,-1.1084027,0.14682534,0.32545143,-0.32055062,0.5804539,0.4599986,0.011703998,0.08378121,0.42630625,-0.28609142,1.1016601,-3.1527362,-1.0239894,-2.8227184,-1.3329782,-1.733151,-0.26049697
Lsm10,-0.20070426,0.005549282,-0.398111,-3.9940526,-0.052385688,0.37701172,-1.3484604,-0.38168123,-0.27171975,0.6644894,0.91429245,-3.0238383,0.34071392,0.88954604,1.0528322,-3.0232134,-0.16309425,-1.209143,-0.7486444,0.0018384755,0.45135772,-0.34410864,0.0018246919,-0.86023146
Mir7119,-2.4411185,-0.5551571,0.053375155,-0.5100527,-0.7489719,0.17395121,-0.14526634,-1.6237386,-4.4910216,-4.4598565,0.07443394,-0.48936874,0.21447459,-0.000539884,0.8831854,-0.086756706,-0.19621375,-3.031016,-0.42689422,0.03666134,-0.06510644,-0.27047563,-0.15417035,-0.24644914
5730409E04Rik,-0.06795773,-1.541453,-0.7167941,0.3052817,0.52147144,0.043404937,0.28637868,-1.0717933,-0.09021872,-0.38745132,-0.6541201,-0.11638457,-0.17157236,-0.5514932,-0.8393167,-0.25873804,-0.30541503,1.0855516,-0.076185346,-0.11391091,-0.060141735,-0.13712347,-0.11027769,-0.14107794
Tmem35b,-0.90457755,0.14480019,-0.5059651,-4.0727377,-0.24037778,-0.10360378,-0.4115178,-2.3553205,0.019333512,1.0016297,-0.15842119,0.15656942,-4.1023707,-1.1184196,0.09223685,-1.8265866,-0.38597322,-2.4259567,0.6769408,0.5064537,-1.596519,-0.47349477,-1.0804067,-2.0684886
