,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,Shared topic 11,Shared topic 12,Shared topic 13,Shared topic 14,Shared topic 15,H3K27ac private topic 1,H3K27ac private topic 2,H3K27ac private topic 3,H3K27ac private topic 4,H3K27ac private topic 5,H3K27ac private topic 6,H3K27ac private topic 8,H3K27ac private topic 9,H3K27ac private topic 10
Gm5897,0.5408376,-0.22102359,-1.0961137,1.6654181,1.3241612,-0.42282546,-0.069276385,-0.23948124,1.4398975,1.0560584,-1.5927954,-0.07537058,-1.2308367,-0.25502473,-1.1090051,-0.3929969,-0.12502405,-0.10925879,0.8187137,0.109794155,0.5578223,-0.3924864,-0.20714486,-0.10111885
Kcnj14,-2.0625312,-0.16380508,-1.2735362,1.5169625,0.04955095,0.6909839,-0.60509133,-0.38231343,0.26240015,-0.3993507,0.43256605,-3.6614895,-0.5109545,-1.2671211,-1.5220144,-0.18676965,-0.2580325,1.1007488,-0.29227737,-1.0772146,0.5060567,0.5025245,-0.6072813,-1.6552116
Kcnj11,1.2578521,-0.6437365,-1.6859967,0.82686305,0.47812235,-1.9294736,-2.6893847,-1.108669,0.5714048,1.0667585,1.2401606,1.0927867,-1.0275197,-0.11305079,-4.6504765,0.073340714,-0.44749492,-2.8010077,0.23180899,-0.2802688,-0.5248234,-0.099756494,-0.04238963,-1.0636337
Gm45923,-0.64989877,-1.080815,-2.1113284,-1.7838945,-0.43221486,-0.49949425,-0.27905557,2.0729809,-0.5185992,-0.13601908,0.288949,-2.0654197,0.013369918,-1.5381975,-2.6968021,0.85586596,-0.1963924,-1.6220943,-0.8681922,-0.2575117,-0.68577945,-0.49332383,-0.2467919,-0.019959986
Myod1,0.51993996,-0.20248589,-2.411131,-0.34322238,-0.90939915,-1.127574,0.021601781,0.9749218,0.23913571,-0.17852542,-0.093059465,-3.7960794,-0.4281055,-1.2640659,-2.1887674,0.42576188,-0.1738003,1.0970489,-0.9237532,-0.09011491,-0.8468443,-0.25307322,-1.6820252,-0.03936173
Saa3,-0.33965898,0.32276064,0.24686831,0.6160505,-3.6677623,-2.9181151,-1.6717993,0.06711599,-0.6166209,-0.99288636,0.16219777,0.78835344,-0.7506994,-2.0847917,0.09376919,0.23044199,-0.26106793,-2.8951955,-1.3979414,-0.6562353,-0.22866313,-0.39134222,-1.113867,-0.6535268
Saa4,-3.8419974,-0.517701,0.17979062,-3.0144014,-0.9295669,0.1299023,-3.8377929,-0.74188685,-3.7567549,0.8692913,0.1314953,0.73668337,-3.8213727,-0.2813439,-0.6245046,-0.44649577,-0.6351386,0.79911387,0.86057615,-3.818106,-0.09611493,-2.528983,-1.6644417,-0.42782027
Saa1,-4.0386047,0.09721053,-3.4321394,-3.2703133,-1.769489,0.35838723,-2.8538756,-3.6851816,-1.7219428,-2.6255243,-2.5676346,0.87013006,0.6112591,-3.1108274,-0.39591652,-0.7552078,-0.10974404,0.9353889,-2.5606425,-0.13532642,-2.932189,0.3486966,-0.43406487,-0.89800143
Saa2,-3.8756647,0.9467764,-1.7163619,-3.916272,0.6570351,-3.2438765,-1.7635688,-3.2007058,-2.6031747,-0.36493224,-4.0400376,1.3204671,-1.6907297,-2.5040646,-1.781494,-3.2226868,-0.4842896,1.6553254,-2.7124345,-0.58248806,-1.5395588,1.0859908,-2.5552106,-0.5692805
Mir6238,-0.7571021,0.52976835,0.39277232,-4.136265,-1.0087204,0.13813293,-0.64887387,-2.946558,-1.0561244,1.5218399,-0.75671315,-1.7092658,-3.277273,-3.2875643,-2.9360902,0.39372832,-0.33553088,-1.7847916,-1.5668072,-1.6202967,-3.086197,0.06506014,-0.17958382,-0.7043596
Mir344d-1,-0.7282665,-3.8120847,-2.2168655,0.9395144,-0.09610331,-0.013712645,-2.6941643,-4.040798,-1.3130366,0.32923412,-3.7235165,-4.0319543,-0.1622135,-4.2109423,-2.348866,-2.4273305,-0.5698326,-2.616138,-0.056200624,-3.2091966,-3.8528922,-0.58319765,-4.222744,-0.14977527
Mir344c,-1.259293,-3.3902457,-2.3674862,0.76616085,0.45223784,-3.6529703,0.12861967,-3.518278,0.96477795,-3.7157881,-4.270159,-3.6473508,-0.28689337,-2.057231,-4.5138006,0.017789125,-0.7397431,-3.1461868,-0.2379579,-0.6398801,0.24788517,-1.6304924,-1.1181865,0.11513877
Mir344,1.0944403,-2.4267762,-1.6163261,1.5547848,0.47351182,-0.16991001,-0.66522634,-0.19748157,0.98187983,-1.7583718,-4.407526,-4.018955,-0.6394872,-4.046485,-3.8773072,-1.0998583,-1.933535,-1.2121581,0.44130933,-2.0088463,-0.033931375,-3.4987123,-3.9071128,0.17872816
Mir344-2,1.8724833,-2.1593807,-3.709901,0.89766216,1.3118877,-0.6128603,-2.2170038,-2.7128983,1.1176761,-3.018385,-4.3958836,-3.6400723,-3.671635,-0.40563175,-3.6243064,-2.840993,-2.4571683,-3.0487924,-1.742635,-2.2453847,0.49127197,-0.31396574,-0.5772514,-1.0992967
Mir344g,0.74044466,-3.115951,-0.04951173,1.9167533,0.6314548,-3.7036674,-0.5352537,-1.1873608,0.11234498,-1.165001,-4.370803,0.85933435,-4.3999844,-4.28926,-1.4805046,-0.7793329,-0.726783,-2.248817,-1.4603646,-0.8142336,-0.34473,-2.9740336,-2.1699047,-0.048679233
Mir344f,0.97069013,-2.801476,-1.0963509,1.3030958,0.8774675,-4.3674545,-2.2021499,-3.0155752,1.3590097,1.6263638,-4.069703,0.9336982,-4.1702423,-4.284602,-3.911879,-3.090592,-1.0504266,-3.3708856,-3.2231054,-0.6791801,0.33917093,-0.2867632,-1.0249906,-0.7404282
Mir344i,0.22035241,0.5149379,-0.237793,0.939101,0.6619227,-3.0207849,-2.836429,-3.3188715,0.14655173,0.9508747,-2.9954383,-2.5998566,-3.9505637,-4.3057175,-3.1635273,-1.4742813,-0.519972,0.47960836,-0.7827405,-0.043606967,0.82253385,-1.1971583,-1.5943544,-0.12487984
Ndn,-0.13284743,-3.0730343,-2.275535,0.05739352,1.7681621,0.63232684,0.19076154,1.4223071,1.6235484,-0.6835288,-3.3386846,0.50665665,-4.2372847,-1.6255618,-4.5092893,-0.31635892,-2.8662837,0.01505281,-2.1888638,-0.45669216,1.736974,-1.4814354,-0.9224292,-1.3765786
Magel2,0.38132393,-0.04081884,-4.5085645,0.89858747,1.6005265,-0.14698705,0.3187589,1.3200241,1.7143872,-0.7370111,-4.094823,0.23982659,-4.1971836,-4.3360476,-4.6077685,-0.113331676,-1.9344102,0.22782335,-1.3213103,-1.0938501,1.6141336,-0.6993492,-2.4511664,-2.1302476
Mkrn3,1.2385626,-3.6367695,-4.237975,1.0407977,1.8595843,-0.16349868,0.45648605,0.32857883,1.3650682,1.3554846,-1.7016529,-3.9969995,-2.3577347,-4.436314,-4.521129,-2.1216092,-1.5603396,0.71114355,-0.61470497,-1.2040222,1.7894249,-2.3885298,-0.3810435,-0.80357414
Peg12,0.8893744,-2.3511198,-0.082981184,-1.6808945,-0.25171196,-0.6050495,-0.45699227,0.66172373,-1.4809105,1.0934798,-1.0167655,-0.66755,-0.76242167,-3.1960413,-1.7548901,0.25034186,-0.10600022,0.018927306,-2.2707915,-0.14634167,0.82288903,-0.14046082,-0.08701185,-0.29497313
Mir211,-1.4799315,-0.39594123,-0.3426245,0.07204783,-0.55597234,0.9231765,-0.26759553,0.3511045,-4.28601,0.7569406,-1.5236183,1.247791,-3.938026,-0.8497139,-3.6288488,-1.0692137,-0.39400318,-0.7831838,-1.6291679,-0.1624684,0.16438353,-0.3463044,-0.17066357,-2.3116279
Nsmce3,0.89611554,0.23777601,-0.12076202,-0.0613277,0.37122083,-0.39515072,-0.09554668,0.639202,0.5383576,-0.117588416,-1.6093961,-0.4257619,0.13764746,-0.29529554,-0.3936645,-0.15313208,-0.12158365,0.11131476,-1.3858117,-0.02205123,0.02286376,-0.7731822,-0.102935955,-1.1377962
Mir7057,-4.194902,-0.4591204,-0.93635106,-3.8621008,-3.4474986,0.57816917,0.019316941,-2.7968943,-1.099769,-0.58119035,-0.2999038,0.94522977,-0.6697019,-3.4098825,-1.0971758,0.35001343,-0.14731224,1.070784,0.77055496,-0.23945585,-1.3400692,-0.41662505,-0.29176688,0.45842922
4930429H19Rik,2.379336,-0.48133183,-0.28815442,0.5771815,0.43537766,-3.1697648,-1.1392356,0.3221563,-0.075489946,1.0216548,-2.6649241,-0.20076406,-0.63822645,-4.3439345,-4.841184,0.3391408,-1.3373078,0.6967268,0.29665798,-0.98201567,0.27118808,-0.25505412,-0.16510382,-0.66952634
Mir7234,-4.434682,-0.1616751,-1.0874044,-4.36786,-4.716204,0.9055705,-2.640967,-4.567895,-4.721697,0.7607317,-4.302127,-3.2489483,-1.4846416,0.06982601,-0.9467395,-0.68060136,-0.49070698,-3.6582851,-1.9382653,-0.44682688,-3.9988832,-0.06984532,-1.2346823,-0.25971824
Mir7-2,0.8293195,-0.9837133,-0.8022944,1.3638563,1.3088739,-3.1616743,0.53623873,-0.56634253,1.2342968,0.49469376,-3.658639,-0.546748,-3.463535,-3.3642921,-0.7836991,-1.1667542,-0.18347542,-1.2701687,0.2847863,0.79909366,1.418645,-0.44689596,-0.038998105,-0.3814226
Hapln3,0.46561623,0.27802503,-0.61256063,-0.4102564,0.05055651,-3.5787556,-2.3049521,-0.46137375,-0.29747778,-3.8178408,0.06357533,-0.70859253,-1.1309783,-3.7822342,-1.4826963,-1.2496389,-0.3488825,1.4921644,-0.42146745,-0.11998367,0.22446841,-0.25020248,-0.10043813,-0.35621092
Mir9-3hg,1.881697,-1.5487174,-4.246612,1.6406873,0.82903415,-0.19467093,-0.092060566,-0.7556254,0.88561714,1.8350854,-1.0650965,0.27465567,-1.8854988,-2.3684025,-4.731293,-1.1505283,-1.9384089,1.1463221,0.35828006,-0.413081,0.81338006,-0.6504368,-0.8775889,-0.7762925
Rhcg,1.9771383,-1.1552083,-1.8306237,1.5035646,0.63578117,0.1224003,-0.14277284,-0.7652449,0.6189662,1.8198286,-0.52694774,0.32465208,-1.4524722,-3.8799944,-4.5358334,-0.8933802,-1.5635068,1.129198,0.34068155,-0.41938692,0.8037896,-0.633239,-0.5487031,-0.762928
Mesp1,-0.30426973,0.28944004,0.055752933,-0.4111501,0.020946622,0.4963271,-0.20204237,-0.15759183,-0.07492698,0.28217897,-0.6336133,0.60958827,-3.4566164,-1.0455087,-1.7385627,-0.1436711,-0.11873858,-3.1239402,0.7311616,-0.40986082,-0.8693411,-0.032988846,-0.34267038,0.03066045
Ngrn,-0.37035298,-0.2630307,-0.21699862,-1.002219,-3.4952278,-3.9901812,0.06464365,-0.9983862,-0.9593505,0.79065704,0.011293009,-3.1188319,-0.3343886,0.39252585,0.27573168,-0.18185562,-0.19893572,-0.21535946,-1.5340029,-0.061325505,-0.16510448,-1.1200202,-1.0782425,-0.999145
Fes,-0.57467747,0.01700744,-0.30107307,0.7633364,-1.1595201,0.24933657,-0.07564803,-2.7831323,-1.3235315,1.1288745,0.27834976,0.8527473,0.5185563,-1.0717955,-0.36975515,-0.15924534,-3.1891696,0.16906336,-0.06036637,0.010406435,-0.46353978,-0.23799518,-0.3561676,-0.6117451
Nmb,0.5961136,-0.10049007,-0.39865172,-0.6625223,-0.81231284,-3.0547023,-2.1027117,0.06999579,-0.069257244,-0.7034913,-0.29583955,0.24765387,-0.22011563,-0.87936944,0.016387582,-3.4071066,-0.23396531,-2.7921052,0.16482392,-0.2180342,-0.8540581,-0.29638982,-0.29167435,-0.16989231
Rps17,-3.1635795,0.057597697,-0.20727193,-0.46273232,-0.2097636,-0.1013218,-0.51077175,-0.11986407,-0.37514377,0.12061046,-0.51445913,0.5664725,-0.6140806,-0.12731527,-0.4654804,-0.09124689,-0.07984423,1.0223978,-0.04404665,-0.06931604,-1.5344378,-1.5365554,-0.0793355,-0.1653277
BC048679,0.89969814,-2.5695984,-3.0503616,1.3470635,1.2476764,-4.0617723,-2.9652739,-0.5902167,2.0286171,1.6922929,-2.2275195,-2.5165055,-0.25112224,0.07377121,-4.2106743,-1.9520282,-1.0825427,-0.20163223,0.5220117,-1.4528501,0.3397588,-3.5736403,-0.814885,-0.7051037
Mir1839,-2.6059432,-0.18053062,0.21303919,0.0758363,-1.5389633,-3.8051372,-0.2685633,0.30200833,-3.3941808,-3.9203434,-1.4198701,0.48429972,-3.3829992,-0.6352799,-0.15124623,0.046871573,-0.23240705,-2.9366548,-0.53292286,-0.9771285,-0.43887562,-0.43452734,-0.13306929,-0.19969332
Ccdc89,-2.67189,0.023789406,-1.6273988,1.4051684,-0.96904415,-0.089628756,0.41715932,-0.33544937,-2.1742005,-4.1467686,0.6753366,-1.4224682,-0.5140245,-4.021297,-4.549464,-2.9957762,-0.5543278,-0.14466587,-0.8320052,0.05982244,-0.52514803,-2.3371406,-0.23060045,-0.39585286
Mir6394,-0.32856494,0.14771608,-0.6181385,-0.64286035,0.043835714,-4.0257115,-0.32998458,-0.034584336,0.41162807,-2.5953186,-0.9926061,0.15076593,-2.1264648,-3.053694,-2.1709497,-0.06731877,-0.102714024,-0.16481431,-0.3358301,-0.018614307,-1.1138678,-0.13865373,-0.6090437,-0.65913373
Gm16938,0.9188248,-2.382973,-4.5910873,0.12766874,-0.22425956,0.5542317,-0.7484808,-0.73803717,-0.88052887,-0.8175694,0.6145492,-0.06704284,0.88331753,1.7549176,1.7194265,-0.98223233,-1.3980529,0.34830064,-1.0841954,-0.62661755,0.46417707,-0.45756775,-0.0063854977,-0.029542543
Gm26705,0.40928298,-0.38329703,-0.27773246,1.1311152,1.3389162,-1.0691197,0.010335296,-1.4034396,1.4007547,1.3679913,-0.5575267,-0.28108332,0.44122964,-1.244363,-1.5734279,-0.10371862,-0.21132784,-3.5961177,0.3094974,-0.32359445,-0.6290382,0.07773876,-0.14710484,-0.40972733
Snord15b,-0.32678753,-0.05474771,-0.49597463,-3.8794496,-0.37010768,-4.308166,-0.0835616,-0.10477908,-0.70202774,-4.3395925,-0.14404929,-3.5914202,-0.79026186,0.4265769,0.46569002,-0.08255828,-0.07167493,0.8817478,0.3592767,-0.048447974,-0.32078475,-0.6610912,-0.08987424,-0.0960892
Snord15a,-0.5236411,-0.09722364,-0.10090089,-1.1103946,-0.4517052,-2.9658513,-0.20156872,-0.12101975,-1.5969712,-4.253068,0.074742064,-0.8446402,-0.35290214,0.82310003,0.85239697,-0.12555313,-0.07581834,0.7948012,0.09418863,-0.03212843,-0.4901624,-0.5655643,-0.09400228,-0.008774929
Lipt2,-3.5151494,-0.04161054,-0.12539613,-0.15935619,-2.6450298,1.154686,-2.0637727,-0.7571047,-1.030663,0.21246487,-0.1786083,-3.5871313,-0.117969505,-1.9740536,-0.7653729,-0.10757971,-0.09347145,0.3621099,0.0002309829,-0.07625742,-0.42108363,-0.15626568,-0.10782554,-0.33279413
Gpx2-ps1,-3.627686,-0.76620096,-0.7990329,-3.7546618,-3.5844789,0.114658296,-0.15880987,-0.4347368,-3.346696,-2.3307528,-2.1290143,-2.967528,-2.2484975,-0.001635015,-0.4580073,-2.0742762,-0.32524544,0.9392823,-0.8704508,-0.34472737,-2.8493469,-1.4885223,-0.7473357,-0.46201453
Ucp2,0.16788691,-3.2797039,-2.0679245,0.55926585,-1.8860462,-0.78501195,0.4575441,-0.14401227,-1.1983099,-1.2406763,0.2802305,-0.67357206,0.8634598,1.2942276,1.3936076,-0.12535442,-0.2226408,0.96355367,-2.5462246,-0.32571197,0.54551387,-0.11264239,-0.25083745,-0.04312003
Coa4,-0.6481926,-0.096625164,-1.4481577,-1.8765801,-0.23440063,0.64983124,-0.40259874,-0.422634,0.25514242,-1.2413075,-0.085992984,0.8465134,-0.3995548,0.69022727,0.79876715,0.029093936,-0.17941873,0.4761926,-1.3621342,-0.8760085,-0.2258502,-0.18867356,-1.3819652,-0.06386157
Art2b,-2.6798732,-1.2751386,-0.043007523,-3.4524133,0.16726202,0.7978529,-3.009334,0.125759,-0.21755762,1.2135111,0.19205976,-2.3566406,-0.93499947,-0.6164562,-1.0510954,-0.4038808,-0.37978,1.149178,0.17119586,-2.3031154,-0.9343902,-0.1788237,-1.4881346,-0.35305142
Il18bp,-0.02607745,0.57032734,-0.44268006,-1.1095672,0.079966664,0.6776273,0.13807335,-0.47897756,-3.4608362,-2.445009,0.8126724,-2.7941623,-1.049582,-0.09935093,-0.6794139,-0.30970508,-0.3881231,-2.8484623,-1.7156295,-0.46965575,-2.5458658,-0.18610057,-2.7435274,-0.08100593
Art5,-1.2043866,-0.85195464,-0.7857875,-0.30848137,-0.61486506,0.04326698,-0.22503676,0.5657534,-0.91280705,-0.34949753,-0.006855443,-3.0250518,-3.4033446,-0.11744389,-0.36512047,-0.11927976,-0.31978568,-3.365357,-1.7037846,-0.22152333,-0.127692,-0.073725075,-0.24071188,-1.1064329
Olfr543,-4.2762585,0.032232583,0.77781105,-3.9449039,-4.3418474,1.442333,-0.52632165,-4.6584873,-4.345186,-4.002015,-1.9399253,-1.9561771,0.62652934,0.5275029,-0.26614672,-3.3856678,-0.74906164,-3.4851043,-2.6825976,-1.3788725,-0.45141825,-1.6781998,-0.1000579,0.6435846
Olfr544,-3.9131584,-4.130682,-3.2996883,-3.5707476,-4.202958,0.81580365,-3.3697515,-2.333716,-1.6823556,-3.8601394,0.40552294,-1.4314352,0.31434023,0.6583679,0.31652606,-3.761942,-1.0422697,-3.0504918,-0.8132607,-2.7806706,-0.015442133,-0.46807867,0.03644049,0.08020854
Olfr549,-4.522872,-2.2681746,-4.4549026,-4.3593516,-4.355817,0.695596,-0.33980024,-4.729658,-1.7699463,-4.020914,1.003422,-0.20938611,-2.5635486,-1.0794708,-0.2518767,-0.895183,-1.455431,-3.6760008,-3.9237878,-1.4442825,-2.896916,-4.110061,-1.6392179,-3.5184252
Trim21,-0.41924602,-3.7905767,-0.45665652,-3.6459243,-4.3155556,0.695567,-4.400312,-2.031784,-3.268629,-1.9193637,0.08878374,-1.4053876,0.28266346,-1.024594,-0.20940268,-0.10943854,-2.034648,-3.3668697,-0.5714478,-0.0925107,-3.1812487,-3.7934802,-0.48492438,-3.475635
Olfr550,-0.65312314,0.41720903,-1.0464158,-3.9974935,-1.0884011,-3.7523863,-0.9270801,-3.9291728,-1.3517376,-4.0585337,-1.0716248,-3.2996514,-0.14993173,-3.9730744,-0.85491014,-3.0352266,-2.5029492,-2.935545,-2.4585207,-3.101454,-0.54508144,0.45266557,-3.476367,0.122903705
Olfr556,-4.2999144,0.73102176,-4.146144,-3.9666102,-0.17740345,-0.03396225,-4.425443,-4.44645,-1.91095,-4.072647,-4.5085297,-2.025003,0.98264575,-1.7027975,-1.4931874,-1.4763255,-1.1062908,-2.8840199,-0.06511152,-0.30487412,-0.011288285,-3.8750796,-1.3353745,-1.360311
Olfr571,-4.2469473,-2.391889,0.37533557,-4.185034,-3.3047202,-3.7485662,-3.6891127,-1.4059458,-1.664396,-4.0386286,-0.34671867,1.8565502,-0.18738598,-1.0674037,-3.0105195,0.6084529,-3.057281,-2.2606926,-3.769232,-1.0656226,-2.101273,-0.753106,-4.335724,-4.0468245
Olfr572,-4.324973,-1.6264371,-1.05937,-4.4063015,-4.409445,-2.609181,-4.604707,-3.2981906,-1.576592,-4.305794,-0.83707714,1.5088758,-0.62259465,-0.4144488,0.07874584,0.6302308,-3.441004,-3.4311543,-4.09006,-4.3092947,-4.3927298,0.030898452,-2.341058,-4.2824793
Olfr575,-4.4724894,-3.2688344,-3.001922,-3.9786236,-4.249549,-3.6797266,-3.873017,-4.5732455,-4.260423,-4.425828,-4.236093,1.03298,1.8129818,0.7267122,1.6076975,0.4790808,-3.5154495,-1.8036888,-3.0522194,-4.3697987,-3.632905,-4.0358057,-3.866032,-1.2836337
Hbb-b2,-4.610095,-4.742757,-4.9997587,-4.4823403,-4.7151628,-3.82396,-0.62449825,-1.3513904,-4.864669,-1.4913503,0.7280845,0.94750845,1.8459766,2.4808333,2.6957757,-1.5084921,-2.7545547,-3.8875403,-4.2945523,-0.1765019,-0.08632633,-3.7009575,0.7291279,-3.9103599
Hbb-bs,-4.160206,-4.2090483,-4.7255416,-4.3084803,-4.3885365,-2.9542038,-1.1808606,-0.77002776,-4.5005746,-4.423542,0.29964566,-3.904423,1.5357966,2.753915,2.8539274,-0.8829989,-1.931573,-3.9403796,-3.9757485,-0.5051342,-1.0978596,-3.4949658,0.5137082,-3.439622
Hbb-bh2,-3.9006388,-4.6290326,-3.8342636,-0.33550185,-0.49975064,-2.889398,-4.5111375,-3.8926194,-4.5658226,-4.095242,-1.7142303,1.4706726,2.5867968,1.8982549,2.0627396,-2.5588694,-2.7911606,-3.003921,-2.3717513,-0.5674555,-3.652153,-3.6902938,-0.05279088,-3.2198517
Hbb-bh1,-4.187041,-4.5103297,-3.9038346,-0.010224372,-2.2073522,-3.5066266,-4.4603148,-2.592475,-3.0189471,-3.5989573,-0.8481944,2.1033084,2.657344,1.7535541,1.9411569,-2.91734,-2.7011814,-3.1252198,-0.56150913,-0.8082269,-3.2504692,-3.1584034,-1.1377819,-3.4475017
Hbb-y,-4.6968184,-4.9536495,-4.940434,-4.673147,-4.664464,-0.4439661,-3.9672928,-0.05733364,-4.0005574,-4.3336115,0.88620996,1.7225107,2.2908764,2.0402315,2.2105494,-0.2041837,-1.646497,-0.5608568,-1.5645834,-1.3654283,-0.042460695,-2.6345174,-0.15967703,-1.2439785
Olfr66,-4.25169,-4.7612886,-4.917398,-4.57505,-4.7615237,-0.3824944,-4.3172817,0.16805348,-4.5504336,-4.188361,0.46405518,1.4902277,2.2083623,2.3254993,2.4566054,-0.40579838,-3.048135,-0.1251036,-1.3460315,-2.9928493,-0.034253508,-3.0784044,-0.28238055,-2.9633348
Olfr64,-4.4933867,-3.730699,-5.0828705,-4.64814,-4.8726263,0.32227302,-4.8640194,0.046726584,-4.933546,-4.4374104,-0.15435898,-3.2996895,-0.41770208,1.240133,1.3052642,-4.708426,-4.5348535,-4.251028,-4.7128787,-2.744155,-0.5740888,-4.1566515,-4.428693,-4.829521
Olfr632,-3.9920664,-4.3994846,-3.1255128,-4.5031195,-4.333349,-4.0870657,-4.3800325,-3.843642,-2.17842,0.5401094,-4.6124544,0.885833,1.0574472,0.72392416,1.4149475,-2.0388236,-3.016004,0.09957278,-4.1811295,-2.7159123,-0.2244029,-4.1020756,-1.9966645,-3.3323722
Olfr648,-4.5056963,-0.2631685,-0.046492696,-4.301526,-4.497694,-2.524267,0.51910555,-0.78841764,-4.7007976,0.45629025,-0.44580364,-0.5060948,-4.1335897,-4.4598966,0.15481329,-3.1783173,-0.9095328,-4.0488386,-4.180028,-3.9187562,-3.6918342,-0.22170407,-2.504912,-2.5693297
Olfr649,-4.3203354,-3.1206746,-2.855965,-3.8987317,-0.27173668,0.6767745,0.0002541542,-2.3881426,-4.4982595,-3.8556798,-0.25307852,-3.9639013,-2.005485,-3.61502,-0.39764512,-3.1847682,-2.0182207,-3.2870772,0.120247126,-0.8969543,-4.115547,-2.8010736,-0.8907126,-1.7650566
Olfr692,-1.4915537,-0.22290426,-0.7584203,-2.834285,-4.449608,-3.1115153,-0.673023,-4.086775,-1.4124298,-3.6276898,-1.4659828,-1.0175096,-0.35161793,-1.870086,-4.691928,-3.6788683,-1.1367645,-2.8981326,-1.7060177,-0.9289791,-0.4312871,-0.6290037,0.017666936,-1.7801738
Cnga4,0.03655131,-0.10882655,-0.4661886,-0.8485123,-0.070997365,0.8198833,-0.19415735,-1.878289,0.018476903,0.92722297,0.26078275,-0.29449922,-0.13117106,-0.069671795,0.40216285,-0.24057299,-0.16275927,1.144053,0.22301519,-0.087350614,-0.49921188,-0.32999274,-1.1715094,-0.038260028
Cavin3,0.35566333,-0.32714903,0.55324274,-0.26264685,-0.59167445,0.5020217,-1.0617628,-0.82930124,-3.1162038,0.7052157,0.23186705,-0.9656972,-0.3649707,-1.574183,-3.626332,-0.17218196,-0.04330136,1.0045993,0.32030186,0.05703856,-0.003475383,-0.6738105,0.059290543,-0.9154735
Smpd1,-0.31141162,-0.33392048,-1.5430351,0.24538955,0.5271957,0.78617555,-0.46718377,-1.2187223,0.32275286,0.85709774,0.15600908,0.5799885,-0.5812224,-0.11496225,0.534464,-0.8869799,-0.61536205,1.40881,0.77061963,-0.13576697,0.039962113,-0.47527358,-0.56335354,-0.029109657
Taf10,-0.70676583,0.14724693,-0.21412906,0.0299294,-0.62101734,0.9405272,-0.19379365,-0.60136926,-3.284164,0.57197165,0.695157,-2.3464613,-0.15983638,0.1651628,0.56564933,-0.0872454,-0.15294565,-3.071693,-0.50312877,-1.4536861,-0.8430915,-0.92492944,-0.19566384,0.101299465
Rbmxl2,-2.9552994,0.15028495,-1.205,0.03860125,-0.7151103,-3.928798,-0.4457261,-0.30999184,-0.47732025,1.0704132,-0.62936735,-0.85563266,-3.0969007,-1.148856,-1.7940131,-0.38108593,-0.39289564,-2.9939642,-0.39821616,-0.3029635,-3.0396821,0.18401623,-2.747439,0.0748235
Rpl27a,0.9671805,-0.3797725,-0.250516,0.23242539,-0.52323925,0.51526946,-0.25394326,0.33493406,-0.7500908,-0.057710756,0.36684573,-1.9945267,0.6321732,0.2778524,0.5999939,-0.6306826,-0.09066738,0.026684515,0.4285407,-0.02171398,-0.32087654,0.030189097,-0.31662154,-0.06816162
Snora3,0.9790652,-0.28568473,-0.17903385,0.20875704,-0.47467768,0.48342085,-0.17040074,0.37987462,-0.66011053,-0.12380302,0.3732611,-2.1681416,0.65606534,0.34658518,0.6616764,-0.4038405,-0.06655183,-0.023330968,0.40071923,0.0243951,-0.30693766,0.04691997,-0.20904335,-0.06734568
Adm,0.21115506,0.07448077,0.21286336,-0.22088706,-0.3048056,0.090902254,-0.363092,0.5136114,-0.010338049,0.42530426,0.25861016,0.46808225,-1.0483003,-1.4137536,-0.6662639,0.03927836,-0.079826936,0.25030035,-0.44996464,-0.08513294,-0.0050663278,-0.40026543,-0.35251355,-0.073459275
Rps13,-0.60111606,0.09836911,-0.20643029,-0.8245758,-0.55167913,0.3002974,-0.70666164,-0.71251523,-0.80701995,-3.6391935,-4.3255553,-0.07571262,0.06494802,0.3758053,0.38434935,-0.82522285,-0.11048516,-2.4562933,-0.30776668,0.024294302,-0.98941183,0.30316648,0.0016868934,-0.28253737
4930583K01Rik,-2.597419,0.16561179,-0.0073556826,-0.6432449,0.0071247667,0.47727197,-0.12801254,-0.4981578,-0.0480912,1.0341825,0.26649183,-0.24875474,-0.60022926,0.004158914,0.24218622,-0.1281172,-0.14429384,-2.8539133,0.104757294,-0.84517574,-1.7906752,-0.10990935,-0.08615969,0.020850241
B230311B06Rik,2.0550833,-1.3747168,-1.2293423,0.5773606,0.39649123,0.2354916,0.17308438,-0.22452748,-0.29251218,1.0555779,-3.7985249,0.09885275,-1.6704067,-3.5569053,-4.075677,-0.14686607,-0.45092452,-2.47048,0.15316209,-0.69678926,0.9219612,-0.7208253,-0.79415834,-0.2177774
Thumpd1,-0.5595652,0.13070312,-0.6335414,-0.1293993,-0.6287289,0.71841013,-0.2686062,-0.020891577,-0.5471283,0.5573419,-2.461532,0.84915996,0.3341481,-1.057058,-1.4536817,-0.1798127,-0.39541554,-2.4820528,0.3117146,-2.2602737,0.37011194,-0.17932922,-3.62606,-0.49409255
4930505K13Rik,-1.1510204,-2.6794136,-2.3416085,0.48104084,-1.8003666,-1.8516791,0.47758567,-0.49494687,-3.9579535,-3.5310588,-1.5369065,-2.631114,-0.19665527,-0.1425755,-3.6371112,-2.128428,-0.7137707,-2.76993,-2.1702795,-0.6781887,0.24502218,-1.4013938,-0.12314695,-0.59406054
