,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,Shared topic 11,Shared topic 12,Shared topic 13,Shared topic 14,Shared topic 15,H3K27me3 private topic 1,H3K27me3 private topic 2,H3K27me3 private topic 3,H3K27me3 private topic 4,H3K27me3 private topic 5,H3K27me3 private topic 9,H3K27me3 private topic 10
Mir7024,-2.2055488,0.01579523,-0.2309389,-3.2361767,-1.7997489,0.092567205,0.14268985,0.16879612,-0.5079046,0.69606256,-1.7822703,-2.373705,-1.5736977,-0.86255467,-0.29707822,-0.11737408,-0.36088315,0.39603114,-0.45726392,-0.7277926,-0.1260349,-0.5335342
Gm1673,-3.3582551,-1.3954206,-0.32185468,-3.5703251,-0.60394114,-1.8614297,0.30229223,0.278596,-0.1743743,0.43083245,0.29414362,-3.2695189,-0.5370633,0.6790617,0.84257054,0.29869238,-0.17727022,0.16735828,-0.46049064,-2.0497456,0.15419635,0.086107224
Mir7036b,0.26282454,0.23393375,0.15142223,-0.5616983,-0.17020929,-0.36833885,-0.43347833,0.28523493,-0.5338466,0.8136604,-1.1741228,-0.4495445,0.271069,0.8346983,0.6831251,-2.3866162,-0.36797285,-1.1314297,-0.7973251,-0.2205491,-0.32614276,-0.48195285
Mir3097,-0.028455764,-1.4685493,-0.68186593,-3.2605128,-0.14835212,1.0527995,-2.9332774,0.32632256,-0.61851615,0.38208145,0.20531774,0.34965795,-0.45455724,0.103019536,-1.3974698,-0.8220543,-0.40262365,-2.703293,-0.20626916,-0.23631266,-0.47213992,-2.6540306
Ccdc96,-1.440102,0.729805,0.5656278,-1.7092398,-3.979587,-0.23684281,-0.69131714,0.48470843,-3.687745,-4.0521326,0.06546171,-1.0694202,-0.6522958,0.26958615,0.13301651,-0.5377482,-0.08536233,-0.54882395,0.0059422255,-0.0946029,-0.19437328,-1.0653099
Bloc1s4,-0.54945266,-0.5277304,-0.43353018,-1.5437416,-0.38105395,0.23567522,-0.71276855,-1.3725264,-0.3993229,0.4745866,0.05647689,-0.035497874,-0.47964633,-0.49002326,0.048983738,0.38603073,-0.097352974,-0.10216691,-0.6885641,0.2954698,-0.06818503,-1.211453
Drd5,-2.0191805,0.8876704,0.5651714,-0.33508432,-0.1638339,0.38970444,-0.5894076,0.24538386,-0.36653617,-0.41733596,0.049733877,-0.9101393,-1.004176,-0.8046973,-1.1709503,0.15424371,-0.04550581,-1.0931073,-0.07243395,0.034065433,-0.051460758,0.047130585
9630001P10Rik,0.7066439,0.15198094,-0.87859356,-0.33558017,-1.765911,0.48349398,-0.8090219,0.37631607,-1.2089877,0.12458928,0.04133053,-0.36368427,-0.9671121,-0.46134564,-0.5955361,-0.4713859,-0.11474652,-0.4449055,-0.46577975,-0.3117038,-0.112310626,0.21167558
1600023N17Rik,-0.22757596,0.26290238,-0.75202614,-0.020281136,-0.42914492,-0.64978176,-2.405543,-0.79289436,0.5809604,-3.2299173,-0.5713284,-0.7905868,-3.498353,-0.84016347,-0.42981786,-0.061874866,-1.239147,-2.2715058,-3.2981436,0.2728982,-1.7085341,0.26910418
Mir218-1,-3.4398053,-0.90165675,0.04918766,0.051627815,-0.3520863,0.88321316,-1.8052909,0.18227023,-0.74800134,0.06714404,-1.3007796,-2.1849768,-2.6486714,-2.183866,-1.1647466,0.79659736,-0.50905657,-0.5804972,-0.69668335,-0.9913833,-0.16961205,0.14595604
Mir574,1.3183178,-1.0859846,-0.3880511,1.5138618,1.4378686,-3.0973558,0.29144898,-2.270518,1.8052421,0.98423827,-2.0211945,0.21292207,-3.3920522,0.1530602,-0.72719914,-2.260192,-0.7965818,1.0273705,-0.92612374,-0.9248216,0.09289199,-0.9136882
Gm6116,1.7398813,-1.0736814,-0.62930894,0.7395043,0.97980475,-0.32076392,0.38024813,-1.9543021,0.7327767,1.1597037,0.39333695,-0.07594191,-1.3646617,-0.3639752,-1.34567,0.69921446,-0.6848128,1.0695302,-0.5195843,-0.00727465,-0.3803142,-1.0393112
Mir7025,0.9107609,0.027757302,0.2790621,0.0054285377,0.7039663,-0.7072438,0.42819178,-2.089497,0.062946185,0.13456857,0.43080086,-1.0997031,-1.8703146,-0.1302093,-2.1911137,-0.043293312,-0.40016955,0.16102648,-0.04099275,0.006944895,-1.507508,-0.68657064
Mir5098,-0.6830566,0.30142236,0.16975182,0.12448776,1.5324051,-0.42796618,0.4006045,-3.3372345,1.0209912,0.35730302,-0.70860255,-0.33365086,-1.4841056,0.18265444,-2.1927094,-0.11112964,-2.6730654,-2.3279362,-0.6112009,-2.7800255,-0.05353701,-2.6231184
Cxcl5,-0.62385,0.7269603,0.12390368,-0.22029924,-0.11784731,0.45057416,-0.032586906,-0.4907408,-0.5047107,-0.08501885,-0.2999443,-0.68014526,-1.3317266,-0.53565824,-1.0922663,-0.1952428,-0.093524694,-0.35717157,-0.1123792,0.10008465,-0.73157036,-0.12745114
Pf4,-2.7887385,-1.468305,-0.2954405,-3.6022825,-0.47921678,-0.12041573,-2.0111394,0.44168693,-0.8691058,-3.0644667,-1.2343299,-2.8051374,-3.553358,-0.94527173,-0.50550437,0.035633117,-0.2794373,-2.317927,-0.8944336,0.62261665,-1.5212317,0.13826692
Cxcl3,-1.2669938,0.55626374,1.1004897,-3.0008123,-0.124537125,-3.006271,-2.1317263,0.028637707,-3.3699193,-0.23617183,-2.6709814,-3.4219062,-2.429976,-1.5367962,-1.0750141,-2.56893,-0.04237029,-2.4681833,-0.032058388,1.126536,0.42044955,-1.1896362
Cxcl2,-1.5024629,0.8287644,0.40735337,-3.0740094,-0.9087903,-0.3811817,-0.39982787,-0.27064636,-1.1943287,-0.8691703,-0.5862315,-0.89265454,-0.68918896,-0.49207842,-1.2331693,0.40517902,-0.038557597,-0.48578024,0.51053613,0.3114446,-0.35997376,0.31886828
Stbd1,-0.5988275,-0.11676933,-0.80095655,-0.4974929,0.7563641,-0.38977474,-0.4235114,-1.5624388,0.9282205,-0.3089162,-0.4791735,-0.57771146,-0.100139275,-0.31832266,0.40675348,0.2252383,-0.20012787,-0.3551923,-2.57134,-1.0336907,-0.029141948,-1.9653505
5430416N02Rik,-3.158949,-0.57711685,-1.4033314,-0.50025684,-1.3002105,0.15035164,-1.4153656,-0.4835884,-0.8690293,0.88881457,-0.62554896,0.7365848,-0.6388887,-2.1321125,-3.0331104,-0.6516237,-0.46361578,-0.55586725,-0.2500234,-0.7053255,-0.011428386,-0.6466305
Mrps18c,-0.024739921,-1.7277777,0.06582725,-0.59842354,-3.5298412,-1.0136914,0.2752558,-2.9164844,-1.8923888,-2.4307773,-2.7739854,-0.72649205,0.5884079,-0.4517771,-3.4336245,0.67220366,-2.4325423,-1.9430974,-0.19908327,-2.3616292,-2.1727862,0.000104665756
Mir5619,0.26514983,0.4394853,-1.1290045,0.83130777,-1.9946885,0.59241515,-1.4979289,-3.2554274,-0.28336123,-0.47665757,0.27504325,-3.466337,-0.010413706,-0.8728989,-0.10135208,-1.3423506,-0.34521076,-0.36339122,-0.34784764,0.0060609877,-0.33676633,-0.3149047
Lpcat2b,-3.6863623,0.024597853,-2.1402051,0.16242015,-0.5618111,0.0821251,-1.5001447,0.6493688,-2.50245,-3.5109863,-2.3829527,1.2688359,1.4315287,-0.5407273,-0.2552854,-1.084314,-0.20935856,-1.0744786,0.2535767,-1.7707123,0.24369663,-0.580126
Atp5k,-2.389344,0.20671815,0.02500239,-3.1076925,0.632995,0.8289876,-2.753002,-2.3234427,-0.47807264,-0.21706751,0.7354692,-0.106988296,0.5825548,-0.12036975,-0.24544497,-1.2629957,-0.39660254,-2.5638325,0.552585,-1.1391566,0.28655595,-0.07417789
Slc26a1,0.21522611,-0.007930785,-2.8707638,-0.15693903,-1.2233243,-2.271418,-0.42038125,-0.106444046,-0.32135093,0.8207936,-0.3249225,0.12491611,-0.23527633,-0.31647462,0.2003724,0.42245328,-0.29573846,0.123526454,-0.334199,-2.3190603,0.059055597,-1.2533147
Gtpbp6,-0.48172545,0.006228745,-2.7943573,0.4073596,-0.95849013,-1.0234642,0.8606919,0.49013656,0.2633832,-3.127442,-1.3630438,0.030271709,-0.73822796,0.25395977,-1.529738,-2.8965576,-0.45423186,-1.1480391,-1.2344484,-0.38803118,-1.1726062,-0.17300376
P2rx2,-0.39994302,0.9881916,0.49866718,-0.6023003,-0.49634898,-0.5214664,-2.4739616,0.53815657,-0.42605755,0.22923774,0.03535758,-1.1936046,-0.6447268,-0.4205979,-0.4030313,0.36808726,-0.04054935,-0.7578981,0.14046253,-0.16115338,-0.04109155,-0.05350949
Crybb3,-0.36484,-0.27724463,0.7244798,0.7127069,-1.4120746,-0.2837781,-2.7851684,-2.3670597,-2.1083503,-0.3038185,0.49379903,-0.09973428,-1.9471198,-0.7876878,-1.0642238,-1.0150877,-0.26166004,-3.068561,0.19533283,-0.45334494,-0.15962125,-0.8005043
Ficd,-0.3879863,-0.15221559,-0.30693808,-3.1407344,0.13148093,-0.74373484,-2.2939713,-0.44711596,-0.51341397,-0.30923137,-0.59694135,-3.0339532,-0.35247898,0.16136,-0.98547125,-1.6540136,-0.3091251,-1.9092195,-0.28422365,-0.2031994,-0.23628399,-0.32936677
Mir7028,-3.4237006,-1.3578564,0.058087826,-3.570462,-0.48818302,-1.855838,-3.1588416,-2.936303,0.63347936,0.061453283,0.33927572,-1.832193,-0.6483502,0.06545085,-0.16075909,1.3594477,-2.6089735,-1.4548419,0.6142353,-1.585886,0.1388951,-0.19131681
4930515G01Rik,-0.28749287,0.20537409,0.38175136,-0.517125,-0.5535922,-2.9089987,0.15393576,0.33605623,-0.52124554,0.53438276,-0.9059059,-0.28494424,-0.3891551,-0.80663234,-0.06388804,-1.9831111,-0.25669584,0.35321283,0.4288128,-0.90980625,-2.050078,-0.8376595
2610524H06Rik,0.2737075,-2.9490342,-1.8686271,-0.42300946,-2.0203953,0.7036517,-2.5498316,-0.43921426,0.22129977,0.26354527,0.19382265,-0.1153902,0.34684914,-1.1841896,-0.44134706,0.28500992,-0.18849817,-2.6678884,-0.53155065,0.17564029,-1.030731,-1.1803656
Mir6240,0.09035528,-0.8511662,-0.32688707,-0.7731791,-0.94160587,-0.40324908,-3.5933523,-1.5597651,0.05187294,0.04786527,0.8232697,0.03878212,0.016057149,0.08322376,-0.31591904,0.37308282,-0.1931397,-1.3010557,-0.22562559,-0.3576761,-0.1250452,-1.7330908
Triap1,-2.23591,-1.9588337,-0.4521915,-0.41563928,-0.17879897,0.253335,-0.98742735,-2.33321,-1.3949008,0.3552277,-0.18409652,-1.5610373,0.6291884,-0.13813639,0.11005169,-2.6934032,-1.0104392,0.4620222,-0.31567365,-2.9089403,-1.7052721,-2.3546708
Mir7029,0.21380675,-0.3059581,0.45486557,-3.376344,-1.6422865,0.15805942,-1.6045469,-1.9886942,-2.0539703,0.3885095,-0.24974912,0.13408202,-0.09958506,-1.4535813,-0.31507882,0.3109858,-0.30102244,-1.0342896,-0.9634339,-0.39078006,-0.37411815,-0.98813665
1110006O24Rik,-0.82205176,-0.1430184,-0.05406934,-3.2846346,0.24519897,-3.2411184,0.2937584,-2.5965683,-0.17921728,0.1704809,-0.4549776,-2.2620747,-0.48723215,-0.04564166,-0.41060895,0.6840012,-0.5238354,-2.43462,-1.6147205,-0.7318215,0.02938497,-1.1470671
Mir7030,-3.537879,-2.453185,-0.00013059378,-3.4155593,-3.828168,-3.2847183,0.76016045,-2.3916123,-1.799903,-3.3762214,-2.9722984,0.9827992,0.07745981,0.28526616,-0.83755034,0.40765536,-1.6264966,-0.21047229,0.60954905,-1.6794505,-0.5413827,-0.3260025
B230112J18Rik,1.6833409,-3.4593732,-1.9765488,0.42017877,-0.3356683,0.241781,1.8019638,0.65141696,-0.7317131,0.61483157,-1.2320343,-0.0060083866,-1.6677415,-1.0239152,-2.0698714,-0.9911364,-0.30015653,1.2275954,-2.5832684,-0.9112938,-1.792065,1.1398342
Tbx3,0.825232,0.7425161,0.39671105,1.0185349,0.04947494,-0.2010171,0.507002,0.5103768,0.53123665,0.93115455,-0.35186177,-0.08415065,-0.7471395,-0.6881042,-0.7953934,0.119211555,-0.07137951,0.56690764,0.25200224,0.068071775,-0.709989,-0.20987089
Tbx3os2,0.94280815,0.79081154,0.25468618,1.1329607,0.3633757,-0.0056072343,0.5427071,0.42413828,0.69162685,0.8588478,-0.43847293,-0.12688829,-0.7993495,-0.7439942,-1.2564231,-0.009698484,-0.08424173,0.5295669,0.3256792,0.08571582,-0.8316114,-0.2533974
Rita1,0.16465145,0.34780478,0.07151234,0.75793546,0.19591984,-0.62330794,-0.5535914,0.63597083,-0.4067943,0.50170475,0.056111693,-2.6958067,0.39934605,-0.49947247,-0.8830201,0.18877494,-1.5631689,0.61543995,-0.56989694,-1.7736157,-0.26900265,0.40813053
Cfap73,-0.026943892,0.46229738,-0.94978625,-0.9851195,-0.02618903,0.053287983,-1.1173922,0.47547805,-0.6562453,-0.072305724,-0.0617681,-0.089057654,-0.23883957,0.072743475,-0.758628,0.2923817,-0.110329166,-1.9927474,-0.07906194,-0.6545004,-0.04091482,-0.38999578
Oas1e,-3.5789626,1.1007922,-0.9546603,-3.2440917,-1.8030986,-0.40809697,-3.4713655,-2.0947347,-1.5886083,-0.27905214,1.7420768,0.88031554,-0.9147065,0.23337945,-1.0902398,0.6995433,-0.22821411,-1.1702595,0.23478886,-1.6746004,0.2713722,-1.0985188
Rpl6,-0.26112267,0.10765517,-0.398147,0.2538587,-0.25499356,0.6502241,-0.13118398,0.22169298,-0.6980517,-0.8523569,-0.79531115,0.23853791,-0.9871715,-1.2790126,-0.62742466,-3.2542021,-0.4393635,-2.687153,-1.1059339,-1.0157969,-0.25621352,-1.1450138
Adam1b,0.38303316,-3.1863115,0.48676205,-1.0230039,-2.7378082,-3.0416536,-2.9291809,-2.1288118,-0.48157167,-0.54377997,0.17344761,0.29289645,0.48502886,0.09636241,-0.062723964,-0.098789275,-0.627049,-1.7103541,-3.1085346,-0.4384691,0.37399375,-1.9131505
Mir8115,-3.4878058,-1.5593793,0.0260216,-3.4047012,-0.9604451,-3.1223483,-2.0268393,-1.3066554,-3.9292898,0.526037,0.6785772,1.6335313,1.786701,-0.63492244,-0.932412,0.45162427,-2.0290713,-1.8046836,0.5628035,-1.778367,-0.14667994,-0.7692658
Il31,0.4040503,-0.5031659,-0.91706365,-3.4103065,0.05410081,-0.42098388,-0.5817423,-3.0807047,0.310264,-2.6674387,-0.16643207,0.79823387,-1.5281044,-0.009424001,-0.18388848,0.51949483,-1.201937,-0.3195505,0.904379,-0.39979628,-3.310828,0.1050697
B3gnt4,-3.7282054,0.50324476,-0.5233203,-0.1922285,-0.86405444,0.43148232,-1.5414973,-0.64353293,-1.3660392,-1.5151922,0.4788645,-0.7304232,-0.02239985,0.5077536,0.47810143,-0.9098956,-0.026160076,-1.0248444,-0.20398024,-0.04599513,0.015873477,-0.98289126
Mir7647,-3.4938667,0.33108294,-0.517898,-3.1664,-2.7146294,-3.3064678,-1.8928177,0.84035397,-3.5354,-3.0291524,-0.8942847,-2.7578807,-0.60496294,0.20911032,0.1918205,0.23602295,-0.9640467,0.16224319,-2.8026805,-2.3654335,-0.756977,0.19625539
Mir7032,1.4153496,-0.015371054,-0.024308532,-0.684185,-0.17516628,0.67444193,-3.3802617,-0.31719324,0.43767488,1.1962414,-0.227706,-0.73456,0.31180114,-3.1557086,-0.8850615,-2.479139,-1.3354248,0.10212186,0.25190532,-0.6471483,0.33457226,-2.652845
Ogfod2,-0.7398748,-0.4352593,0.3749504,-3.5693483,0.34212434,-3.3447287,-2.9709835,-0.03063804,-1.8985333,0.55699825,-0.5170688,0.40956944,-0.9509455,-1.6453651,-1.056363,-2.6404176,-0.59896994,-2.3861125,0.5799713,-0.78088504,-0.6651984,0.38314927
Arl6ip4,-0.39900786,-0.3806381,0.5826889,-3.4108086,0.4512248,-3.378782,-2.634665,-0.3789326,-1.9171021,0.4030354,-0.48173347,-0.1553407,-2.2276297,-1.6948711,-0.7391895,-2.656924,-0.5135496,-2.2793431,0.01838708,-0.22630009,-0.30857396,0.3552863
Tmed2,0.58745456,-0.87197316,-0.8403081,-1.7201366,0.07202941,0.81558526,-2.7177968,0.34190184,-0.5275867,-0.99614847,-0.84171176,-3.1506152,0.561309,-0.2758049,-0.021651328,-2.0958133,-0.4824192,-1.3426678,-0.0022006035,-1.5863125,-0.59704703,-0.16639099
Fzd10,-0.23547778,1.0074888,0.69522053,-0.09942322,0.45045054,-0.06842933,0.7330095,0.07393756,0.63819516,-0.14598666,-0.054447107,-0.25116527,-0.58950025,-0.5490889,-0.34491014,-0.005460715,-0.066530354,0.81895155,0.05524099,0.073453955,-0.09811278,-1.0335906
Chchd2,-2.828456,-1.3473048,-0.8984508,0.9424372,-1.1462824,-3.1370232,-2.4791331,-1.7952441,0.29310274,-3.1765976,0.085600495,0.7081872,0.96673524,-2.3887215,-0.41167554,-1.3679453,-2.072215,-1.0655056,-0.26642537,-1.0496175,-0.3588268,-2.7159538
Mir3965,-2.9882264,-2.7605908,-0.28497374,-2.7732089,-0.4075981,0.212708,-1.4773197,-0.07815066,-3.0303173,-3.0465858,0.60727096,0.2707914,0.50030977,-3.3855717,-0.6030332,0.33198392,-0.39582175,-1.1667025,0.052778512,0.5651564,-1.7184731,-0.24635524
Mir7228,-3.1258302,-3.1313763,-2.1808367,0.625859,-0.13145441,0.67282796,-0.6713316,-3.1237772,-1.6284751,-0.43112767,1.061867,-1.8077594,0.21207136,0.16239989,-0.048179686,0.16102147,-2.0252562,-0.08916271,-0.58334863,0.08667892,-1.9755586,-0.64214724
Cldn13,-3.28436,-0.30576703,-1.3915544,-1.898773,-0.36022335,0.14300156,-2.999106,-1.1626425,-0.51286376,-3.5002587,0.40092576,0.36557943,1.1833638,0.62121075,0.95120347,0.7620084,-0.7892256,-0.60313976,-0.21517055,-1.251941,0.36568403,-0.033157855
Cldn4,-0.3513233,0.9944618,0.35422227,-0.06313576,0.31562272,0.029709578,-0.14080104,0.8226318,0.6355723,0.11414391,-0.38627622,-0.10211511,-0.18159966,-0.5251186,-1.6171706,-0.42132556,-0.052258387,-0.61969924,-0.054212525,-0.14291982,-0.08616313,0.6043674
Abhd11,-0.19555807,-0.34585163,-0.33901638,0.6255371,-0.24189717,0.25739264,-1.2763698,-1.9488271,-0.057262093,-3.3767653,0.47345018,-0.17827164,0.58550483,-0.18503216,-0.36911964,-0.09714722,-0.20227338,-0.83854836,-2.0312366,-0.39833605,0.11098322,0.058954895
Abhd11os,-3.5072875,-3.2652562,-0.28703934,-2.8848076,-0.15466869,0.4454537,-2.189795,-0.19133851,-0.19289964,-3.2935247,0.19495308,1.0684394,0.281937,-0.33793855,-0.7646368,-1.5895225,-0.37133947,-0.6971737,-2.6019642,-0.46173266,0.0027970672,0.28772646
Fzd9,-2.4206815,-3.4822469,0.4313331,0.110090494,-0.13692844,-0.21817538,-0.76909393,0.9161542,0.4155044,0.20785013,-0.671921,-0.2335914,-0.44381413,-0.031270467,-0.10281831,-0.15749568,-0.022153573,-1.3155429,-0.84357184,0.28951797,-0.45279586,0.40741745
Mir7033,-1.70677,-1.8608528,-1.6208713,-0.6508827,0.34870017,-2.000892,-0.43685168,-1.0566285,-1.6294643,0.082656145,0.4013071,-2.8125153,-1.2570419,-0.67745733,-1.3825082,-0.08497268,-0.36610678,-1.4222775,-1.187246,-0.27728438,-0.35277137,-0.19075254
Ccl24,-0.23920183,-1.2347429,-0.2562604,-3.360499,-0.8340154,0.6816174,-2.23839,0.04330966,-1.6086332,0.7040915,0.8582375,-0.17885673,-0.8550851,-0.09081735,-1.8080645,0.12988716,-0.23817383,-1.4965897,-0.39156738,-0.19987734,-0.42389238,-0.37993294
Mir7034,-1.330703,-0.29695532,-2.74618,-0.055517048,-0.3695617,-1.0851052,-0.39779907,-2.3032703,-0.2348267,-2.8661468,-2.9609807,0.5058743,0.32950556,-0.049292117,-0.6068361,-2.561337,0.72139966,0.3160981,-0.974423,-0.8104564,0.333331,-2.0612013
Hspb1,0.68518233,1.1767236,0.16005497,0.7321106,0.47977048,-0.09392308,0.24717557,0.24675867,0.6961594,0.37504447,-2.7048414,0.21733674,-0.44880554,0.06434301,0.08924289,-0.81980324,-0.048687473,0.12392317,0.054589003,-0.101584986,-0.11892683,0.28377998
Mir7035,0.3501274,-0.63762236,-1.4361619,-3.4346466,-1.203659,0.5090349,-1.0567265,-0.74800354,-0.5434539,-1.1194541,0.45787334,-3.074758,0.18360382,-1.3251529,-1.3914706,0.12358585,-0.22903457,-0.27048633,-1.584914,-0.26747757,-0.103627354,-0.13677093
Cux1,-0.13920113,1.0747021,-0.3985458,0.27837294,-0.8017322,0.92623454,-0.106438175,0.8084419,-0.111166656,0.5403202,-1.3009039,-0.4417754,-0.9908011,-0.78790534,-1.2518457,1.0117195,-0.07791696,-0.68857425,0.24844688,-0.95956457,-0.6698841,0.93110996
Mir721,0.25987917,1.483809,-0.2424555,0.6512741,-2.137324,1.5542095,-0.31969833,0.003448628,-0.073623426,0.74904644,-2.649184,-1.1052186,-1.4710443,-1.3316946,-3.5843008,1.4541407,-0.44735906,-1.6409678,0.37442726,-1.3436403,-0.71854925,1.1023082
Mir702,-2.8684502,0.22533733,-0.4391236,0.59324396,0.072220996,0.6113494,-1.4814035,0.27017933,-0.0937249,-0.23978493,-0.31086987,0.52243716,0.040548027,0.0667166,-0.5338122,0.049051702,-0.91522145,0.18379998,-0.2486821,-0.32088667,-0.070176035,-0.20649856
Mir8116,-0.25834888,1.0831587,0.4258753,-0.86624396,-0.3238572,-0.0005090609,-0.13167998,0.70335835,-0.32690123,0.010653168,-1.0359073,-0.9468848,-0.63435555,-0.44262502,-0.83627045,-2.1287549,-0.041608423,-0.055828046,0.5179783,-0.02258646,-0.05321066,0.22566295
Ufsp1,-0.4571883,1.1942228,0.40832388,-0.91113293,-0.27192774,-0.015825931,-0.12940991,0.7520421,-0.20428675,0.17447776,-1.1234851,-0.778939,-0.72591054,-0.62149024,-0.9945362,-2.7863257,-0.055958256,-0.011505296,0.5963719,-0.059605796,-0.008355318,0.25680473
Mir7036,-1.7798036,-0.34908664,-2.5826411,-0.9132201,-0.43613666,0.09825626,-3.0139863,-0.44721177,-0.29103822,0.90789557,0.11981809,-0.117574126,-1.8084801,-3.3862755,-0.9262254,0.24181432,-0.38677353,-1.4434152,0.7514273,-1.0443778,0.2650205,-1.3592683
Pop7,-2.9403107,-0.04399629,-0.02372612,-1.8625177,-0.8749807,-0.39688092,-0.6385659,0.49800694,-0.05186324,0.6183589,-3.1915,-2.1353283,-0.34858364,0.021052867,0.17426771,0.031673163,-0.18637773,-0.019602478,-0.4951723,-0.042666733,-2.1245866,-0.2358443
Gnb2,-1.2168486,-0.32207394,0.4896183,0.2693751,-1.8889617,-2.455867,0.2598416,-0.46757126,-0.10026188,0.8536215,-0.36214778,-0.11680118,0.19980082,-0.57550144,-0.14119798,-0.3149134,-0.2623488,0.47700512,-0.24304113,-0.20957541,-0.41788694,-0.90556574
Mir6418,-1.3898578,-0.18483028,0.27210546,0.1530804,-0.82063144,-1.3324623,0.2237921,-0.28417912,0.024565801,0.7501802,-0.19820775,-0.13284205,0.45999348,-0.39526442,-0.15068263,-0.42796502,-0.7368982,0.5405424,-0.037189476,-0.14925835,-0.15704381,-1.4778767
Pcolce,0.33177036,-2.473959,-0.85901904,0.15213531,0.6978948,0.3870268,-2.9073045,-2.7931316,0.861863,-0.5304869,-0.92444366,0.86773074,1.2328467,0.11551064,-0.55935436,0.75200415,-0.28940308,-0.7277932,-0.46011743,-1.1588914,-0.32546058,-0.5569471
Irs3,0.3183635,0.69688576,0.049675792,-0.22274624,0.019513704,0.2499966,-0.27445304,0.53067124,0.6054939,-0.11313909,-0.9977273,0.17442451,-0.5843786,-1.2444507,-0.8301858,-0.5967554,-0.05013309,-0.05979608,-0.05549733,0.0019129775,-0.17186055,0.010429464
Ppp1r35,-3.1102886,-1.7668848,0.55085397,0.1685276,-0.9280829,-3.2727673,0.27618814,-1.1206416,-0.7821726,0.50750715,-0.0877586,0.22152793,0.40772748,-0.80872333,-0.51577914,-0.3583644,-1.9737564,-0.23088956,0.18184733,0.28552514,-1.1708972,-0.35130227
Mir25,0.24516386,-2.7138953,0.5921558,-3.2372134,-0.46489865,-1.8760085,0.23681736,0.6028266,-3.3240201,-3.5228932,-0.0027340055,-3.1066728,0.05029136,-2.2002125,-0.84579027,-0.7203362,-0.62222654,-0.10158199,-0.7275366,0.071555555,-0.7245564,-2.4578795
Mir93,0.4253735,-1.767786,0.07804513,0.011049151,-1.0107585,-0.9135569,0.31162155,0.9292903,-3.556059,-3.6835923,-0.18780515,-2.9717035,0.06389105,-0.4898892,-1.1760116,-0.92568326,-0.54929125,0.392179,-0.63666904,-0.29264522,-0.060319066,-2.7831993
Mir106b,0.4793833,-1.7566907,0.07959938,0.019035757,-1.0138161,-0.87750405,0.34973675,0.94724345,-3.471815,-3.6534941,-0.14452094,-2.829254,0.065035105,-0.49593365,-1.1389389,-1.0149001,-0.5163527,0.40658665,-0.6257421,-0.22625819,-0.03619644,-3.1919048
Cnpy4,-0.4680868,0.021509588,-0.33304173,0.01847893,-2.1377845,-2.791714,0.41502714,0.32487863,0.14157838,-2.9407306,-2.7576125,0.039238036,0.35110992,-0.8317484,-0.02180636,-1.0622543,-0.6355074,-0.121977985,0.0011677146,-2.8517058,-0.19708332,-1.3192333
Mblac1,0.055172294,-0.12708554,0.059064835,-3.0150967,-2.5915823,-2.9100826,0.66322756,0.2541839,-0.032150596,-0.58431375,-0.5208799,0.25566846,0.604671,-1.5596838,-0.16958657,0.550997,-0.44719613,-0.3672263,0.45981574,-2.132604,0.06309563,-2.0172014
Lamtor4,-2.6763017,-3.5668628,-0.42280722,-3.5263429,-3.7267876,0.33830953,-0.049650133,-0.9605455,-0.9436809,-0.26159412,-0.5529307,0.1848445,0.7314073,-1.3219957,-0.95678186,0.64264274,-0.63014174,-0.6611044,-3.0769546,-1.3770663,-1.4468197,-0.18197277
Cyp2w1,0.55651,-0.6799788,0.037822932,0.104186535,0.3283919,-0.35375467,-0.96251076,-1.9156948,0.13122705,0.28442332,1.1228517,0.6041248,0.2442441,-0.7100958,-1.1001458,-0.9437443,-0.17932682,-0.9035603,-0.052724265,-0.15643641,-0.24147552,-0.6274555
Mir339,0.7679471,-0.87029594,0.474173,0.030548394,0.3558982,-0.44905692,-2.152453,-1.1461482,-2.4646306,-3.6628702,-0.6765702,-1.0072424,-2.3825562,-0.42824888,-1.9810166,-1.1232308,-0.2708627,-0.024695665,-0.08180049,0.5007407,0.015387744,-1.2952349
Mir7037,-1.2596605,-0.3542012,0.3308028,0.052274436,-0.8071269,-0.6025368,-0.9185463,-0.059339777,0.08200982,-0.6677427,0.2155233,-0.62152934,0.14513421,-0.7368194,-0.4307472,1.2357363,-0.25083178,-2.3696685,-0.18215764,-1.3313698,-1.7648414,0.2527362
Tmem184a,-0.68894845,1.3656281,0.4946862,0.07463142,0.008641802,0.40507835,-0.31227034,0.15058991,0.23802117,0.83523,-1.050554,-0.24625939,-1.113577,-0.52536404,-1.3972495,-0.3748269,-0.090074226,-1.7120988,0.72437954,-0.03489435,-0.1238824,0.36011276
Papolb,-0.17177108,1.0672803,0.10776462,-0.9523433,-0.3063324,-0.81018883,-0.04700391,0.46658295,-0.91226786,-2.6491706,-0.042349458,0.22513652,1.0094632,0.2239154,0.12687784,-0.2876419,-0.09894835,-1.0096066,-1.1074895,-0.07567819,0.33348295,-0.3206187
