,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,Shared topic 11,Shared topic 12,Shared topic 13,Shared topic 14,Shared topic 15,H3K27me3 private topic 1,H3K27me3 private topic 2,H3K27me3 private topic 3,H3K27me3 private topic 4,H3K27me3 private topic 5,H3K27me3 private topic 9,H3K27me3 private topic 10
Tnrc18,-0.96227473,-3.1762466,-2.775025,-0.008297987,-1.214944,0.26789457,-0.03661289,0.19605795,-1.1091832,0.04735163,0.35926113,0.3844116,0.610425,1.7910055,1.8715916,-0.40488866,-0.20055807,0.50577533,-1.4650445,-0.62564117,-0.21930337,-0.04008448
Fscn1,-1.4301473,-2.8551672,-0.19885136,-1.3665665,-0.8104452,-0.20019725,-1.552816,-1.0443008,-0.373596,0.0019411296,0.47227174,0.68980855,1.149649,1.2627213,1.5721796,-1.1375203,-0.15674014,-0.6373193,-0.7429638,-0.27582884,-0.0086975545,-0.3001529
4930448H16Rik,-0.8624991,-0.042056665,-1.4024734,-0.40703195,-2.4780521,-2.9109457,-0.10131879,0.31798726,-1.4140463,-3.122476,0.26935863,-0.21075407,-0.44963112,-1.5845898,-1.2444897,0.21421704,-0.25342304,0.019978344,-1.1297884,-0.11959639,-0.48232734,-0.036179602
Aimp2,-3.653551,-3.4252858,-0.4789186,0.58909905,-3.0695984,0.63414454,0.23762918,-2.8810475,-0.018701017,-1.0170497,-1.472234,0.038367152,-1.5503134,-0.10733861,0.17941189,-0.057391703,-3.0143394,-0.2701624,-0.4014937,-0.35885805,-1.6465821,-0.786764
Bhlha15,0.9237962,-0.4701752,-0.08067654,-3.446361,0.10701215,-0.74045587,0.05635187,-2.9292142,-0.6645981,-0.51398575,0.2424767,-3.2108543,0.17225471,-3.2018316,-2.1957753,-0.4455045,-0.30723426,0.07692659,0.3648002,-0.5877265,-0.14589955,-2.1649678
Dmrt1i,1.0319963,0.11419377,-0.8617076,1.6099498,1.0405922,0.15747488,-0.3514134,-1.8397907,1.5036315,1.0284059,-2.3975961,-0.62149054,-0.45571283,-0.90894276,-0.27615815,0.22370821,-0.13222122,-0.11362463,-0.24831223,-0.2597149,-0.27227563,-0.108869396
1700001J03Rik,0.43308377,-1.0452797,-0.28866467,0.20032334,-0.583926,-1.8782085,-0.44896895,-0.3050909,-2.7595468,0.659037,0.6613902,0.11257219,-2.6027288,0.2864412,-0.8653773,-0.0009314418,-0.663277,-1.4921145,-0.91028446,-0.83883584,-2.7303379,-0.510754
Gm6408,-2.542496,-0.2380166,-2.67382,0.06923014,-3.4781647,-3.4000983,-2.64985,-2.9133031,-3.4716837,0.7277193,0.8672571,0.5331125,-3.7106135,-0.91285896,-0.21267587,-0.9795939,-0.863007,-0.005017936,-1.0147285,-2.4151711,-0.921718,0.22741234
Gm6370,-3.0530798,-1.8227744,0.35075545,-3.7021255,-1.0137641,-3.4246507,-3.519785,-0.120388806,-3.7369103,0.38742054,0.65151834,-3.4675846,-0.7722862,-1.2383009,-2.207623,0.8753457,-1.3325303,-1.7892879,-1.5666091,-0.54532385,0.08956015,-2.6227276
Gm3404,-0.6145791,-3.5549467,-2.9951174,0.7823018,-0.30337018,-0.78546745,-2.896766,-3.2805057,-0.38177818,0.43761814,0.558882,-0.0774951,-3.5362163,-1.0202404,-0.3298123,0.039360046,-0.98734325,-3.5911407,-3.456509,-2.0825462,-1.5293136,-2.0614438
Gm5,-3.9887855,-2.6183062,0.32982635,-0.5307327,0.17354059,0.5539726,-1.7258338,-3.8671954,-4.0939913,-3.809039,0.66114986,-3.375655,-0.23462069,-0.33321822,-0.9433229,-2.936452,-2.482174,-3.7444153,0.105142355,-3.9354088,-2.4312062,-3.4722753
Gng11,-2.3429284,-0.6160939,-1.1414909,0.13646352,-0.20822409,-2.1904528,0.948557,-1.5085802,0.6206236,-0.11545676,-2.2927341,-3.3252194,-0.18260801,-0.26510656,-3.6775613,-0.18398994,-1.5632179,0.29477423,0.456751,-2.7915354,-0.08431107,-0.0055482984
Dlx6os2,0.57683814,0.48385766,0.57830805,0.75841093,-0.26254147,0.13262549,0.10551497,0.6191256,0.28810734,0.7012285,-0.3932741,-0.3665036,-0.6631905,-0.443718,-0.62245846,0.010682393,-0.031469658,0.25705835,-0.06761046,0.14612244,-0.35054666,-0.018875107
Gpr85,0.5305227,-0.90479404,-0.31974074,-0.43738538,-0.27866292,0.5868883,0.12094912,-0.5379869,-1.1474257,-0.5220746,-2.8068466,0.5762863,-1.0786476,0.6766224,-0.18445358,0.51299185,-0.39197585,-0.29172897,-1.2506614,-0.41683298,-0.96317613,-0.12729584
Rnf133,-0.14800578,-2.0780566,-0.6176185,-0.77740777,-3.7472947,-0.3789745,0.3127228,1.3379478,-3.1051383,-3.8133457,-3.8047178,-3.3302104,-3.6109602,-3.5385745,-1.3620839,-0.049069643,-0.57709694,-2.4777951,-1.8528876,-3.055107,-0.9716546,0.41262376
Tmem229a,-1.1125458,0.20605853,-0.27298582,-2.631281,-1.2762293,0.01468616,0.051477015,0.26605043,-2.383634,-1.3531535,-1.0627353,-0.23345044,-1.1844814,-1.1139911,-0.10859536,0.1074236,-0.021423664,-0.57618463,-0.35911566,-0.8574439,-0.10286652,0.18933597
Arf5,-0.78613806,-0.13104853,-0.33716354,-0.7613358,-1.1320608,0.4095642,-0.9773741,-0.70556754,-1.3327662,-3.8410254,-1.7560618,0.3166451,-0.38114655,-0.71454406,-0.46420708,-1.074964,0.29546386,-0.5775722,-2.8119903,-0.09838727,-1.4200809,-1.6729404
Atp6v1f,-0.6591964,-3.636486,-1.2183605,1.4038461,-0.41070706,-3.1834285,0.036771715,-2.8431718,0.16467613,0.53936005,0.20994622,0.5307641,0.4356323,-0.9892426,0.18497688,0.32579815,-1.1087903,0.6315385,-2.7469573,-1.2589834,-2.8219256,-0.6232711
Atp6v1fnb,-3.7577257,-0.22224633,-2.969477,1.3331196,0.89449143,-3.524193,0.20637816,-0.99010676,0.51953876,-0.2339471,-0.37912312,-0.120126605,-0.37181133,0.26523614,-0.30303472,-1.7713474,-0.41830698,0.62063956,-0.46956077,-0.925356,-0.9586205,-0.7511207
Mir182,0.06290838,0.57374173,0.37558413,0.35140458,-0.05646342,0.032004595,-0.06092065,0.36048806,0.43825462,0.114642575,0.02051811,-1.1495981,-0.04849015,0.27278677,0.3846727,-2.8315845,-0.03847061,0.17487516,-0.051244557,-0.3650075,-0.08839004,-0.014941197
Mir96,0.5126916,0.5282579,0.54555094,0.761596,-0.15149914,0.32035324,0.262106,0.68768555,0.21611764,0.588401,-0.19175796,-0.002070792,-0.29843384,0.21997237,0.12240121,-0.23516598,-0.22785038,0.45669934,0.017016448,-0.0022427551,-0.26058096,0.2334188
Mir183,0.52652246,0.5408937,0.56590503,0.77366656,-0.14091331,0.3284005,0.25558576,0.711817,0.23736161,0.61021614,-0.16967991,0.024402983,-0.30676207,0.23329252,0.13791382,-0.24212283,-0.18243158,0.46142265,0.031314183,-0.00018806383,-0.23441267,0.21122606
1700012C14Rik,-1.6710526,-2.3240728,-0.18498501,-0.3419971,-0.3927758,0.65747935,-0.56227016,-0.25287175,-0.39114183,-0.36316553,-0.13661444,0.93341637,0.9851078,-0.5353972,0.44824076,-2.8266585,-0.24706918,-0.14002644,-0.26272628,-0.4753672,0.025768816,-0.6740788
Mir335,-0.099392936,-3.1129422,-0.6235615,-1.3928803,-1.5051066,0.07193209,-2.165107,-0.52470446,-2.8543024,-3.8454008,-1.160993,-3.3664472,0.6171783,1.6215461,1.6438532,0.46645427,-0.5320889,-0.95937943,-0.4901147,1.1379801,-0.80468714,-1.1270691
Klf14,0.84651375,0.13399021,-0.7013592,0.6023213,-0.26867154,0.16440251,0.5630155,-0.24015413,0.27610287,0.024258763,-1.3902059,-0.34231752,-1.2197781,0.08227721,-0.3096715,-0.111286536,-0.051779103,0.07809596,-0.16285105,-0.11098814,-0.53922427,0.07751638
Mir29a,0.42229623,-0.10442749,0.06555553,0.36698538,-0.9406856,0.36472738,-0.31798938,-1.1868138,-0.22616047,-0.89557403,-0.33414686,0.316264,-1.1011009,-0.25813824,-0.5501229,-1.8375272,-0.118136846,0.19919798,-0.047037125,-0.07212496,-0.34015417,-0.27563414
Mir29b-1,-0.33546978,-0.1918341,-0.63650763,0.33262694,-0.029917657,0.59474844,-0.24581695,-3.1481748,-0.75435865,-0.0018679053,-0.31011924,-0.2715183,-0.39718193,-0.31728464,-1.6327261,-1.7768685,-0.24969351,-0.0066826344,0.18554637,-0.13459912,-1.2974021,-2.681734
Tmem213,-3.7648966,0.55271345,0.5474033,-0.08066073,-0.43443757,-1.5423042,-2.6534257,0.027285486,-4.00642,-0.15558901,0.5269215,-0.67703515,-1.9383914,-0.4304396,-1.9984673,-0.022838444,-0.2849266,-0.5391169,0.23758662,0.85596776,-2.3201346,-2.6419883
1700025N23Rik,-3.424951,-0.5725093,0.2440921,-2.5936697,-0.8007922,1.1304175,-1.1178541,-0.77696383,-0.4601251,-0.24215761,-0.3113027,-2.4295137,0.14337733,-0.027130961,-0.9289649,0.81915224,-0.40097862,-0.6696324,-1.4661361,0.1726386,-0.19306663,-2.104691
Gm10244,-1.3341353,0.92487836,1.2784764,-0.6126814,-2.178098,-0.29189712,-0.8162293,0.36371475,-1.5066779,-0.86895263,-0.20289105,-0.68167716,-0.123287946,-0.040638067,-0.059030004,-0.99375385,-0.09576245,-0.48658615,0.47816116,0.19902399,-0.16600753,-0.090341516
Olfr460,-0.21484697,-3.2392812,-1.2470517,-3.8264132,-0.09811425,-0.4618234,-0.39051718,0.4876442,-4.075514,-0.4149908,0.04246545,-3.5064874,-3.5664566,-0.70947754,-0.2641458,-1.9201111,-0.5957624,-3.110163,-3.548661,-1.3110881,-1.4463481,-1.8770714
Llcfc1,-4.1532516,-4.131519,-2.0833206,-3.3074284,-3.6704192,-3.628194,-0.25283176,-1.964395,-0.13089824,-3.7256207,0.0011813641,-0.8610418,1.0318649,-2.565065,0.05007243,-3.7274473,-1.4539115,-3.7985144,-2.4926026,-1.7097025,0.00566566,-0.20065546
Gstk1,-2.9338613,-0.27048668,-1.9280338,0.2403082,0.07107192,0.33445793,-0.15774877,-0.20800185,-0.94398326,0.30810505,-0.29419357,0.13660789,-0.27211544,-0.762549,-0.63425004,0.07781714,-0.22100717,-2.6097882,-0.19001809,-0.21677792,-1.1862206,-0.654758
Tmem139,-0.16407554,-0.029712379,-2.4943829,-0.80371237,0.57425284,0.025351822,-0.35544753,0.001429081,0.19360095,-0.10799095,-0.045969784,0.101965904,0.35663104,-0.5414846,0.13119182,-0.25301278,-0.4689781,-0.63027775,0.27688873,-1.7011079,-1.2251271,0.24001843
Tas2r143,-2.3465188,-2.1046228,0.2206592,-0.6226582,-1.4246633,-1.622961,0.00889343,-2.8914087,-2.3342638,1.0198436,-1.1329119,-3.4510808,-1.6125398,-0.60949737,-1.0995622,-0.5621124,-0.48387522,-1.439753,-0.6398165,-1.7896444,-0.48738593,-0.25626808
Olfr448,-1.7591147,-3.7243896,-3.4632866,-0.037169278,0.24723065,1.754221,-0.300143,-2.7180166,-0.61962074,-0.0384019,0.028690696,-3.5412843,-3.5363889,0.44211483,-3.6375706,0.5292072,-1.4184561,0.034100115,-3.5449543,-2.682764,-1.0029044,-0.44350696
Mir704,-2.8244438,-0.52845204,0.11173442,0.30036354,-1.9362096,-3.0990968,-0.8734904,0.005945146,-1.7069948,-3.5377536,-0.5226634,0.69484544,-0.42574814,-0.8464234,-1.032448,-2.7510855,-0.3055971,-0.28872368,-0.2641955,-0.25797856,-0.43217063,-0.3476817
1700026J14Rik,0.47346038,-1.1199732,-3.085057,0.42756522,-0.09763858,0.30279225,-0.44938153,-0.7076198,0.5148285,-0.91801625,-0.59462106,-3.3973057,-0.24018055,-0.2892006,-1.9886445,-2.106501,-0.32331818,-1.6924443,-0.3413952,-1.649584,-0.2358168,-0.056916535
Rarres2,-0.4618619,-0.09148109,-0.14153278,-0.8704636,-2.5041249,-2.9962378,0.58572197,-0.64949095,-0.9325258,-0.14177439,-0.14516315,0.90381336,-2.8911905,-0.37685964,-1.5949011,-2.4390812,-1.5354682,-0.4190324,-0.52188694,-0.5201971,-0.050561428,-1.0408521
Gm5111,-2.6006818,-2.2497094,-2.5866024,-3.6590388,-2.0675352,0.18689674,-1.3278631,0.270913,-0.8394824,-0.47438058,-3.0012789,1.0834789,-0.8576826,-0.3040355,-3.4187055,0.36106777,-0.9317825,-0.11870718,-0.4127265,-2.4583955,-0.96515185,-0.6835227
Repin1,0.09844464,-1.5534229,-3.5553527,0.1737529,-1.4342856,0.0999881,-1.1678667,0.35181123,0.15709263,-1.013533,-2.41446,0.90441895,-1.445179,-3.2059362,-0.8467728,-2.4110355,-0.5628691,0.01595521,-0.24954483,-1.3980496,-0.8271121,-0.5991744
Gimap1,-0.35809538,1.0404251,0.3397005,-0.2980417,-0.199532,0.7114327,-0.23287633,1.1263467,-0.8488517,-0.13164091,-0.9383758,-2.458274,-1.6132467,-2.8326669,-2.8338296,-2.0187736,-0.078291915,-0.34784037,0.22347826,-0.15966211,-0.45296606,1.0066345
Gimap5,-0.45528325,1.0004545,0.31903496,-0.29976624,-0.46881968,0.60661584,-0.28102756,1.1414167,-0.6056822,-0.12923934,-1.45405,-2.0156875,-1.5634893,-3.1648395,-2.4642584,-1.7577192,-0.06571897,-0.46028134,0.24570873,-0.16977407,-0.48520797,1.0273191
Tmem176a,0.92582154,-0.008286744,0.28295356,1.0861447,-0.07971184,-0.20911479,-0.24501762,-2.1155202,-0.03399077,-2.6267145,0.4209932,-2.764995,-3.1322353,-1.154336,-1.622704,-0.15067287,-0.32096395,-0.12641788,0.17287308,-0.30487907,-0.4060468,-1.1785167
Gm7932,1.5462486,-0.68953073,-3.1202288,1.3865496,-1.0043588,-1.3443125,1.4548401,0.028824538,-0.09454383,1.2864143,-0.7594809,-3.558557,-3.5496876,-0.7047887,-2.3584054,-1.442623,-0.048795044,0.84564114,-0.51218617,-1.1579838,-1.6957338,-0.017321646
Mir6371,0.20481235,-0.18290186,0.22246355,-3.4836082,-2.395495,-3.1175444,0.57003045,-1.026256,-0.18963984,-3.5396233,-2.852233,0.39899135,0.4959979,0.19421768,0.30917627,-2.7813528,-0.5390354,-2.9331648,-0.7698449,-0.7156861,0.17197818,0.032789946
Hotairm2,-1.7813076,0.22680782,-0.30628774,-0.49458167,-0.18331337,-0.43562117,0.8992463,1.1936367,-0.603514,-0.48141232,-0.015956217,-0.6581347,-1.3528558,-0.3401151,-0.61254,-0.37043074,0.1018359,0.9539923,-0.42116117,-0.5102583,-1.0284555,0.68032956
Hotairm1,-2.2021072,-0.06611644,-0.6116876,-0.47221163,-0.35040805,-0.623726,1.0251087,1.3261974,-0.7817358,-0.7630064,0.03905599,-0.9064676,-1.4239933,-0.2013294,-0.44957337,-0.780152,0.14432034,1.103902,-0.89393413,-0.7446706,-1.5289016,0.8228075
Hoxa1,-3.0943522,-0.26374435,-0.71781194,-0.28765872,-0.35927707,-0.6395406,1.0507166,1.3561529,-0.9386384,-0.84389645,0.09741389,-0.8151985,-1.3497015,-0.13501503,-0.37713158,-0.6930292,0.17304835,1.1420652,-1.208124,-0.7010536,-1.4066633,0.8537725
Hoxaas2,-3.0298526,-4.7583246,-3.7080984,-0.41023502,-1.3166572,-0.30381438,1.359423,1.6331135,-1.6096481,-1.794481,0.48951453,-0.895232,-1.0065744,0.16894658,0.0875949,0.30096453,0.18953605,1.3809978,-3.5632374,-1.1491662,-2.3383498,1.0821022
Hoxa2,-3.742785,-4.6618824,-3.9586349,-0.59609276,-1.3985977,-0.2120666,1.351193,1.6392771,-1.5116634,-2.1256886,0.50760037,-0.80320925,-0.9086098,0.20469119,0.13714883,0.3169558,0.29472965,1.3720807,-3.4795399,-1.2124321,-2.302232,1.0511386
Gm15050,-3.8374825,-4.6996446,-4.233916,-1.0847425,-1.4651519,-0.18344274,1.3721144,1.6541361,-1.44847,-3.6178148,0.52272385,-0.44139323,-1.1069565,0.13393281,0.08283821,0.21972999,0.23718184,1.3622667,-1.8306377,-1.0325104,-2.544853,1.0844021
Hoxa3,-0.6711382,-0.77140445,0.11090016,-0.26498234,-0.15481453,0.10725892,0.7541418,1.0508301,-0.96985304,-0.04594098,0.0016537439,-0.13065784,-0.94646615,-0.20701936,-0.39826137,0.22058657,-0.0036895592,0.79632646,-0.09337439,-0.058991034,-1.6027322,0.5318444
Hoxaas3,-1.0377744,-1.2236665,-0.06594443,-0.44870323,-0.11554411,0.10954429,0.8130475,1.0963489,-1.1912173,-0.24495544,0.03315481,-0.19231823,-1.0434124,-0.19269778,-0.39148366,0.24680945,0.0016205423,0.84251493,-0.1168905,-0.118657224,-1.8964738,0.56007546
Hoxa4,-1.4055631,-3.8683,-2.3985505,-1.3893676,0.068464026,-0.058545288,1.0661699,1.3449261,-4.266279,-1.1793386,0.113391206,-0.23599966,-2.12814,-0.18941624,-0.41789347,-0.06848858,0.28358898,1.0327873,-0.16735686,-0.48059013,-2.6133363,0.7079402
Hoxa5,-3.7752721,-0.86049813,0.2548958,-0.9858419,0.0365124,0.014469905,0.7171286,1.0596129,-1.1191233,-0.46937037,-0.10570449,-0.37439406,-0.90274763,-0.31350967,-0.41412652,0.060830414,-0.012335458,0.7795199,0.023886364,0.018237628,-2.056425,0.4787595
Hoxa6,-1.1974338,-0.32703578,0.5440227,-0.8427845,0.033672586,0.11984056,0.6359303,1.0227101,-0.8906822,-0.12045195,-0.2272919,-0.34023306,-0.78406984,-0.28304675,-0.38004857,0.25870132,-0.020581327,0.68943197,-0.061333112,0.18067874,-1.417503,0.4276721
Mira,-0.10759983,-0.01459581,0.66356355,-0.57472444,-0.16170034,-0.30107972,0.5562638,0.94931054,-0.7216442,0.2902614,-0.27376968,-0.27633616,-0.6847851,-0.35358524,-0.40932536,-0.04119345,-0.01759362,0.6087922,-0.10804991,0.20657293,-0.9201881,0.38971585
Mir196b,0.5612031,0.52701116,0.5854081,0.48528618,-0.288,0.22183521,0.52168095,0.79742783,0.228181,0.55026025,-0.24220231,-0.03448654,-0.6720921,-0.40119645,-0.3604087,0.099837,-0.16877761,0.49862796,-0.07482608,0.08839846,-0.46189052,0.33167195
Tril,0.6228326,0.778253,-0.66554105,1.1633099,0.28648156,0.114804655,0.2363869,-1.4985913,0.93189615,1.0131772,-0.06319022,-0.598062,-0.8981691,-0.012376761,-0.023892395,-0.09005681,-0.20478284,0.60261893,-0.14418092,0.117417276,-0.22059903,-0.3593691
Inmt,1.9299755,-3.095431,-3.3914032,2.0931318,1.3880079,-0.21203937,-1.9414964,-3.6790087,1.7281288,2.107693,-0.91521734,0.060446486,-2.403007,-1.3372055,-2.9836047,0.8613024,-0.12862526,-2.3176966,-1.6785254,-1.8919342,-1.1851737,-2.579907
Nap1l5,-1.1122272,0.8596891,-0.99096084,-0.56937575,-3.1621485,0.16656625,0.18464613,0.6960623,-3.1380913,-3.7949498,-1.4820437,-0.3164102,-0.45431495,-0.5508854,-0.46132404,-0.21102047,-0.19367239,-1.5228963,-0.20811583,-0.32629424,-0.7395285,0.16643983
Vmn1r35,1.7703447,-3.7966862,-1.9563851,0.49305105,1.4915957,-3.4080036,-2.8589563,-2.8775766,0.26028943,-3.4646826,-3.3185744,-3.1545668,-2.7787218,-2.279151,-1.8340023,0.32508337,-2.0121632,-1.8801537,0.27181554,-0.3740828,-3.7580175,-3.1801486
Vmn1r38,-3.6118286,-3.0755725,-0.076878786,-2.5814676,0.16559851,-0.9448841,0.66127014,-2.4560935,0.7583244,-2.54349,-2.3340814,-3.3347526,-0.67114085,-0.12766606,-0.94789547,-0.5546512,-1.4044418,-0.78313375,-0.501909,-0.17140275,-1.9401828,0.078646004
Tacstd2,-0.32631597,0.76562893,0.51146924,0.64024687,0.051951222,0.19017105,-0.095432326,0.8142813,0.3948349,-0.97808814,-0.5173617,-0.21898963,-0.93258566,-0.50071573,-0.7834896,-0.48136806,-0.012719788,-0.3623154,-0.0063894335,-0.06683303,-0.31469512,0.35930577
Mir8112,-0.3735261,-0.3064264,0.12746471,-0.1441153,-0.6095239,-3.223458,-1.3070683,-0.61455786,-0.2051256,0.667989,0.18772691,0.8497114,-0.2330556,-0.9147341,-0.39988407,-0.32323653,-0.46178952,-0.1958258,-1.798592,0.08961451,-1.5637294,-2.0187278
Atoh8,1.4938412,-3.5691857,0.17314023,1.0987129,0.5220146,0.1731179,-0.1615998,-0.73477095,0.901763,1.3321376,-1.1096911,0.59164697,0.05761358,0.40175787,0.25388727,0.447827,-0.048032988,0.5271857,-0.1250974,-0.058667857,-0.31673932,-0.59083897
0610030E20Rik,-3.703077,-1.0401859,0.15248996,-3.577173,-0.9091575,-3.22313,-3.4407382,-0.9371965,-2.5060477,0.59651065,-0.88454163,-0.98917234,0.32166088,0.74092674,1.3830602,-0.95066524,-0.6735304,-3.2263784,-0.6828034,-0.08634752,-0.89038503,-1.2567865
Tmem150a,-3.8707912,-3.6082556,-1.7212342,0.022274911,-1.7846539,-3.1781945,-0.6448693,-2.309334,-2.7372103,-0.2906127,0.064230144,0.14427814,1.4131999,1.9961894,2.2712371,0.80755687,-1.4771425,-0.49399725,-2.728338,-1.7801651,-0.16945249,-0.16690846
Rnf181,-1.9107966,-3.0497518,-0.46942857,0.684198,-1.2600679,0.5022479,0.24990356,-3.3504627,0.2687468,1.372532,-0.78940153,-1.67726,1.0323173,-0.49438336,0.44039065,0.70649946,-2.443737,0.0124335885,-1.2485402,-3.0207453,0.34843194,-2.4065726
Vamp8,-0.035390288,-1.705687,-2.5307422,1.6777532,1.4427786,-0.32890818,0.21775079,-3.3840327,1.9406888,-2.6324742,-2.4976733,-2.325101,-0.07530111,0.21788722,-0.10361135,0.6763754,-1.5780833,-2.8888087,-1.0069261,-0.61620563,-0.28198949,-1.8885998
Dok1,0.8897284,0.46375072,-0.44370115,1.3087267,0.9966047,-1.8326871,0.040372506,-0.036373712,1.3408172,-0.26506716,-0.014987588,-0.1867311,-0.0013851188,-0.34766173,-0.2904907,-2.5153434,-0.11563237,0.48021036,0.015742294,-0.3319499,-0.27235195,-0.20978762
Mir7040,-0.16833305,-3.751671,0.20786893,0.12596029,-0.4411518,-0.50511515,-0.39321536,-2.4419804,0.07276729,-3.6277754,1.3285366,1.2052494,0.92410696,0.12352261,0.24201578,-3.1419911,-0.2388868,0.6914079,-0.125209,-1.1896805,-0.13808505,-1.3904389
Aup1,-0.13297102,-0.88942826,0.41686547,-0.26446313,-0.66201335,-0.2403523,-0.038770735,0.26953033,0.11120483,-3.3802402,0.23203644,0.6650264,0.08833034,-1.3508174,0.24862334,-0.67177254,-0.11970195,-0.8006355,-0.026153013,-0.17607531,-0.1721348,-2.2962112
Htra2,-0.004610166,0.6275378,0.38610968,-0.30634466,-0.39480913,-0.19489694,-0.2553587,0.52527916,0.22537693,-3.3936703,-0.23084255,0.06752956,0.14089069,-0.6075189,0.03256022,-0.43714845,-0.054448977,-1.8642395,0.15924092,-0.14110526,-0.06254708,-1.8047147
Mrpl53,-0.113224156,-2.0570073,0.4208399,-1.9087317,0.08765748,-0.28884012,-0.47980592,0.42621076,-0.7286954,0.20999214,-0.4316268,0.80815315,-3.6285663,-0.90901166,0.05656439,1.1051975,-0.24102473,-1.3177136,-0.36048976,-1.0039437,-0.37765926,0.39957106
Mogs,-0.24718955,-1.1360283,0.057506114,0.56347114,0.16041654,-3.40491,-0.08617845,0.615103,0.062018186,-0.90805024,-0.661633,0.49167717,-1.1800672,0.3887807,0.12245238,-2.096953,-0.3394741,0.4652663,-2.8234112,-1.1976885,-0.5688451,-1.8142674
Wbp1,0.35086948,0.0136895925,0.10555059,0.69111216,-0.1555238,-0.4445696,0.4294696,-0.5962762,-0.5750923,0.30832422,-3.0812418,0.6264796,-0.36756748,-0.6952112,-0.056542918,-2.8191845,-0.20475248,-0.095050886,-0.48954955,-0.29392657,-0.086141914,-1.2275033
Ino80b,0.037623018,-0.040097773,-0.26431292,0.3222375,-0.49167767,-0.35160634,-0.053220868,-1.1715872,-1.1792014,0.06869969,-0.1225789,0.44357026,0.52113295,-0.6714134,-0.074355125,-3.0171647,-0.23322134,-0.25885358,-0.24402365,-0.3176832,-0.040100858,-0.9477822
Wdr54,-0.0809347,0.33108082,-0.29922333,-0.98486036,-0.082682,-0.40413752,0.0959972,0.3432302,0.36268315,0.3728882,-0.29760182,0.05777175,0.27407518,0.45566696,0.2115739,-0.03389886,-0.061391935,-0.032239072,-0.09075263,-0.047111146,-0.046441086,0.011725862
Mir6374,0.25126755,-1.1559515,0.17077887,0.28808635,-0.62093645,0.70359623,-1.2049972,0.17413339,-0.23510972,-2.435406,-0.3202487,-2.831697,-1.178006,-0.9582224,-0.6000284,-1.9702427,-0.33461976,-0.46473876,0.3795944,0.09536481,-0.47459453,0.08797717
1700124L16Rik,-0.49972036,0.8596903,0.29666224,0.3641032,0.3134174,-0.6446835,-0.10994298,0.6026513,0.5363513,-0.46469805,-0.988788,-0.63155407,-0.29223228,-0.75872606,-0.8850305,-0.647239,0.0014554039,-0.16284917,-0.09670305,-0.10521701,-0.03167473,0.20670025
Gm7443,-2.5182056,0.6801527,-1.4689943,0.12921908,-0.34324127,0.040579766,0.13327974,-1.6634057,0.15205953,-0.29066285,-1.7467545,-0.16442986,0.57246274,-0.3266909,-0.39346832,-1.4704309,-0.20768796,-1.6181774,-1.0144241,-0.45813295,-0.003783241,-0.11633723
Npm3-ps1,-0.14132506,-0.07398239,-1.7250258,0.20039457,-0.21805462,-0.42946,0.1939834,0.61250764,-3.4942288,0.009589225,-0.0058392733,0.18104497,-0.33213425,-0.8483829,-0.603165,-0.6227397,-0.22384742,-2.1329563,0.18789953,-0.67334545,-1.1571567,0.24067912
Nat8f6,-2.971361,-0.6031664,-0.37008128,-3.434394,-0.80622005,0.35316557,0.5082085,-1.6897465,-3.6291842,0.17045307,-1.0875285,0.21039063,0.17774802,-0.36281455,-0.78436184,0.6113781,-0.52761304,-1.9080598,-0.37789717,-1.9244448,-0.6897796,-1.5713221
Nat8,0.5544863,0.21793342,-2.775793,0.6261854,-0.13523479,-0.570488,0.09773147,-3.1164455,-0.31389362,-3.4386458,-0.323323,-1.920075,-0.20306684,-1.0110188,-0.7767516,0.88738656,-0.33183667,-0.1829398,0.06315622,-0.28831965,-1.1525543,-0.99109477
Nat8f4,-2.6512537,0.3192985,-2.348779,0.5976795,-0.44264042,-0.4071128,-2.3250237,-1.9486517,-1.7151514,0.3533395,0.49694043,-0.020687908,-0.040323555,-0.61028117,-1.7750376,1.0315646,-0.36034518,-1.7684499,-1.5508325,-0.37345225,-0.36765492,-1.2306955
Nat8f1,-3.4286036,-3.6238778,-0.4823471,-0.011586189,0.021716893,-0.25400442,-1.0426135,-0.6182671,-2.1854334,0.024735153,0.45372045,-0.7728867,-1.916888,-2.6109102,-0.05189979,0.52216685,-0.44420427,-1.4041524,-2.9479403,-0.9253191,-0.66445893,-2.0130458
